"","GNPSLinkout_Network","LibraryID","MQScore","RTConsensus","RTMean","RTStdErr","SpectrumID","SumPeakIntensity","UniqueFileSourcesCount","componentindex","number_of_spectra","parent_mass","precursor_charge","precursor_mass","sum(precursor_intensity)","V1","V2","V3","sum.precursor_intensity.","Chemical_family","Name","Notes","CF_class","CF_Dparent","CF_NrNodes","CF_subclass","CF_superclass","Compound_Name","id","stat.x","index.x","p.value_gut","groups.x","stat.y","index.y","p.value_diet","groups.y","stat.x","index.x","p.value_kt","groups.x","stat.y","index.y","p.value_host","groups.y","V1","V2","V3"
"428_463.303_6.693",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"428_463.303_6.693",0.859406732953375,4,0.0441,"s.Foregut,s.Hindgut",0.79581395667138,2,0.00298,"s.Herbivores",0.938880597652629,13,0.00319,"s.Cetartiodactyla,s.Perissodactyla",0.861940585935225,294,0.00319,"s.Rhino,s.Zebra","428","463.303","6.693"
"432_415.319_7.719",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"432_415.319_7.719",0.946002150374766,1,0.00588,"s.Foregut",0.824756976383402,4,0.00894,"s.Carnivores,s.Herbivores",0.991825047264306,13,0.00319,"s.Cetartiodactyla,s.Perissodactyla",0.876313918075497,220,0.00319,"s.Goat,s.Sheep","432","415.319","7.719"
"437_424.28_6.688",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"437_424.28_6.688",0.817410762214801,2,0.7497,"s.Hindgut",0.852802865422442,6,0.00298,"s.Herbivores,s.Omnivores",0.960869077189203,21,0.00319,"s.Afrotheria,s.Perissodactyla,s.Primates",0.697559309132227,160,0.52635,"s.Chimp,s.Rhino","437","424.28","6.688"
"438_313.106_2.727",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"438_313.106_2.727",0.926519329664299,1,0.00294,"s.Foregut",0.848528137423857,2,0.00298,"s.Herbivores",1,13,0.00319,"s.Cetartiodactyla,s.Perissodactyla",0.855765480461464,220,0.00319,"s.Goat,s.Sheep","438","313.106","2.727"
"439_313.106_4.908","Connected","N/A","N/A",4.9076,4.9076,0,"N/A",0.015063905,42,926,42,313.1057,1,313.1057,0.015063905,439,313.106,4.908,0.015063905,"Flavonoids","FL 3 (m/z 313.106)","O-methylated flavonoid based on NAP.","Flavonoids","8-O-methylated_flavonoids",10,"O-methylated_flavonoids","Phenylpropanoids_and_polyketides",NA,"439_313.106_4.908",0.941515769514276,1,0.00294,"s.Foregut",0.883176086632785,2,0.00298,"s.Herbivores",0.973993716060114,13,0.00319,"s.Cetartiodactyla,s.Perissodactyla",0.917172984741317,220,0.00319,"s.Goat,s.Sheep","439","313.106","4.908"
"446_347.122_3.504",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"446_347.122_3.504",0.969326570646697,4,0.00294,"s.Foregut,s.Hindgut",0.920209879756716,2,0.00298,"s.Herbivores",0.951964948360768,19,0.00319,"s.Afrotheria,s.Cetartiodactyla,s.Perissodactyla",0.7116816480009,220,0.00319,"s.Goat,s.Sheep","446","347.122","3.504"
"448_463.303_5.746","Connected","N/A","N/A",5.7461,5.7461,0,"N/A",0.019718255,40,82,40,463.3034,1,463.3034,0.019718255,448,463.303,5.746,0.019718255,"Triterpenoids","Pellets-8","","no_matches","no_matches",87,"no_matches","no_matches",NA,"448_463.303_5.746",0.903602536967033,4,0.00294,"s.Foregut,s.Hindgut",0.832934799958128,2,0.00298,"s.Herbivores",0.997932157579749,13,0.00319,"s.Cetartiodactyla,s.Perissodactyla",0.803738718340493,220,0.00319,"s.Goat,s.Sheep","448","463.303","5.746"
"452_463.303_6.765",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"452_463.303_6.765",0.904135360628846,4,0.00294,"s.Foregut,s.Hindgut",0.846717572315069,2,0.00298,"s.Herbivores",0.999224114373229,13,0.00319,"s.Cetartiodactyla,s.Perissodactyla",0.793042390622184,220,0.00319,"s.Goat,s.Sheep","452","463.303","6.765"
"485_449.324_6.966","Connected","N/A","N/A",6.9661,6.9661,0,"N/A",0.022332218,48,82,48,449.3244,1,449.3244,0.022332218,485,449.324,6.966,0.022332218,"Triterpenoids","Pellets-12","","no_matches","no_matches",87,"no_matches","no_matches",NA,"485_449.324_6.966",0.920738006400114,1,0.00294,"s.Foregut",0.793784343054406,4,0.01192,"s.Carnivores,s.Herbivores",0.982805433290444,13,0.00319,"s.Cetartiodactyla,s.Perissodactyla",0.841231966364618,220,0.00319,"s.Goat,s.Sheep","485","449.324","6.966"
"500_225.073_3.223",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"500_225.073_3.223",0.89947491584077,4,0.00294,"s.Foregut,s.Hindgut",0.892721735517927,2,0.00298,"s.Herbivores",0.990612155353839,13,0.00319,"s.Cetartiodactyla,s.Perissodactyla",0.768911244826279,195,0.00319,"s.Donkey,s.Zebra","500","225.073","3.223"
"515_190.049_4.082",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"515_190.049_4.082",0.904159548002496,2,0.00294,"s.Hindgut",0.874545269381388,4,0.0149,"s.Carnivores,s.Herbivores",0.915216131388859,21,0.00319,"s.Afrotheria,s.Perissodactyla,s.Primates",0.599121565629912,245,1,"s.Hyena,s.Zebra","515","190.049","4.082"
"522_449.324_6.032",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"522_449.324_6.032",0.959456304459468,1,0.00294,"s.Foregut",0.843728732225468,4,0.00894,"s.Carnivores,s.Herbivores",0.984284473603711,13,0.00319,"s.Cetartiodactyla,s.Perissodactyla",0.875802969042288,220,0.00319,"s.Goat,s.Sheep","522","449.324","6.032"
"524_415.319_6.946",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"524_415.319_6.946",0.917987685624661,1,0.00588,"s.Foregut",0.851541538586938,4,0.00298,"s.Carnivores,s.Herbivores",0.930418448100512,13,0.00319,"s.Cetartiodactyla,s.Perissodactyla",0.741041450329056,213,1,"s.Goat,s.Jungle_cat","524","415.319","6.946"
"556_429.298_7.739",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"556_429.298_7.739",0.918762077321933,1,0.00294,"s.Foregut",0.836982136700121,2,0.00298,"s.Herbivores",0.998596299965468,13,0.00319,"s.Cetartiodactyla,s.Perissodactyla",0.867036271859009,220,0.00319,"s.Goat,s.Sheep","556","429.298","7.739"
"558_463.303_6.035","Connected","N/A","N/A",6.0349,6.0349,0,"N/A",0.034450175,45,82,45,463.3033,1,463.3033,0.034450175,558,463.303,6.035,0.034450175,"Triterpenoids","Wheat-straw-7","","no_matches","no_matches",87,"no_matches","no_matches",NA,"558_463.303_6.035",0.902235157314124,4,0.00294,"s.Foregut,s.Hindgut",0.823377991963476,2,0.00298,"s.Herbivores",0.995158780492991,13,0.00319,"s.Cetartiodactyla,s.Perissodactyla",0.725989577675227,182,0.49126,"s.Donkey,s.Goat","558","463.303","6.035"
"5764_817.578_5.649","Singleton","Spectral_Match_to_Cholic_acid_from_NIST14","0.815981",5.6488,5.6488,0,"CCMSLIB00003139898",0.138080012,30,-1,30,817.5782,1,817.5782,0.138080012,5764,817.578,5.649,0.138080012,"Bile acids","Cholic acid 3",NA,NA,NA,NA,NA,NA,NA,"5764_817.578_5.649",0.690065559342354,5,1,"s.Foregut,s.Simplegut",0.825892864356706,1,0.00298,"s.Carnivores",0.965082888554502,2,0.00319,"s.Carnivora",0.631193390673042,123,1,"s.Cape_Hunting_dog,s.Lion","5764","817.578","5.649"
"5781_317.21_4.634",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5781_317.21_4.634",0.640322931292913,5,1,"s.Foregut,s.Simplegut",0.756208805477019,3,0.0149,"s.Omnivores",0.714418211185075,2,0.59972,"s.Carnivora",0.847261781947752,70,1,"s.Black_bear,s.Brown_bear","5781","317.21","4.634"
"5818_591.315_4.136","Connected","Spectral_Match_to_Urobilin_from_NIST14","0.863724",4.136,4.136,0,"CCMSLIB00003137178",0.347989506,36,133,36,591.3148,1,591.3148,0.347989506,5818,591.315,4.136,0.347989506,"Bile pigments",NA,NA,NA,NA,NA,NA,NA,NA,"5818_591.315_4.136",0.764712209787553,3,0.82614,"s.Simplegut",0.894326164234624,1,0.00298,"s.Carnivores",0.989682273412492,2,0.00319,"s.Carnivora",0.650879816908659,278,1,"s.Leopard,s.Tiger","5818","591.315","4.136"
"5839_387.251_5.759",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5839_387.251_5.759",0.785620470575977,5,0.96138,"s.Foregut,s.Simplegut",0.950511761108004,1,0.00298,"s.Carnivores",0.897782524536282,10,0.00319,"s.Carnivora,s.Cetartiodactyla",0.698278420356907,118,1,"s.Cape_Hunting_dog,s.Hyena","5839","387.251","5.759"
"5861_455.212_2.707",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5861_455.212_2.707",0.606976978666884,3,1,"s.Simplegut",0.976322528838782,1,0.00298,"s.Carnivores",0.881917103688197,2,0.00319,"s.Carnivora",0.706118756782491,254,1,"s.Israeli_Wolf,s.Tiger","5861","455.212","2.707"
"5870_455.212_2.567",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5870_455.212_2.567",0.606976978666884,3,1,"s.Simplegut",0.97569023826023,1,0.00298,"s.Carnivores",0.881917103688197,2,0.00319,"s.Carnivora",0.717735827524361,254,1,"s.Israeli_Wolf,s.Tiger","5870","455.212","2.567"
"6000_375.212_4.647","Connected","(2E,6E,10Z)-12-hydroxy-10-(hydroxymethyl)-6-methyl-2-(4-methylpent-3-enyl)dodeca-2,6,10-trienoic_acid","0.706587",4.6474,4.6474,0,"CCMSLIB00004709991",0.011703391,23,830,23,375.2125,1,375.2125,0.011703391,6000,375.212,4.647,0.011703391,"Unsat. LCFA",NA,NA,NA,NA,NA,NA,NA,NA,"6000_375.212_4.647",0.606976978666884,3,1,"s.Simplegut",0.693736857445479,3,0.03874,"s.Omnivores",0.710330416717527,2,0.35409,"s.Carnivora",0.878936041984316,70,0.1914,"s.Black_bear,s.Brown_bear","6000","375.212","4.647"
"606_449.324_6.398",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"606_449.324_6.398",0.979529139986052,1,0.00294,"s.Foregut",0.797661629525857,4,0.06258,"s.Carnivores,s.Herbivores",0.971756316755153,3,0.00319,"s.Cetartiodactyla",0.925221442320077,220,0.00319,"s.Goat,s.Sheep","606","449.324","6.398"
"608_479.298_4.849","Connected","N/A","N/A",4.8493,4.8493,0,"N/A",0.163541658,38,82,38,479.2981,1,479.2981,0.163541658,608,479.298,4.849,0.163541658,"Triterpenoids","Wheat-straw-4","","no_matches","no_matches",87,"no_matches","no_matches",NA,"608_479.298_4.849",0.903482612070653,4,0.00588,"s.Foregut,s.Hindgut",0.846164029673499,2,0.00298,"s.Herbivores",0.998176748659859,13,0.00319,"s.Cetartiodactyla,s.Perissodactyla",0.913365518084419,195,0.00319,"s.Donkey,s.Zebra","608","479.298","4.849"
"614_255.097_2.957",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"614_255.097_2.957",0.904156944205003,4,0.00294,"s.Foregut,s.Hindgut",0.84664568350109,2,0.00298,"s.Herbivores",0.999258102006805,13,0.00319,"s.Cetartiodactyla,s.Perissodactyla",0.83673328878486,220,0.00319,"s.Goat,s.Sheep","614","255.097","2.957"
"618_258.096_0.695",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"618_258.096_0.695",0.916105343618205,4,0.00294,"s.Foregut,s.Hindgut",0.921855728707246,6,0.00298,"s.Herbivores,s.Omnivores",0.886717665684666,25,0.00319,"s.Cetartiodactyla,s.Perissodactyla,s.Primates",0.532632783594444,220,1,"s.Goat,s.Sheep","618","258.096","0.695"
"6183_318.19_1.577",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6183_318.19_1.577",0.681304163667972,3,1,"s.Simplegut",0.927092576328738,1,0.00298,"s.Carnivores",0.848542187088046,2,0.00638,"s.Carnivora",0.756942038495003,278,1,"s.Leopard,s.Tiger","6183","318.19","1.577"
"623_455.311_8.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"623_455.311_8.2",0.952754640299862,1,0.00588,"s.Foregut",0.830069615989762,2,0.00596,"s.Herbivores",0.985353966133462,13,0.00319,"s.Cetartiodactyla,s.Perissodactyla",0.918289514025089,220,0.00319,"s.Goat,s.Sheep","623","455.311","8.2"
"6276_803.539_6.693",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6276_803.539_6.693",0.67023173063904,3,1,"s.Simplegut",0.97934032583579,1,0.00298,"s.Carnivores",0.697324995821181,2,0.81026,"s.Carnivora",0.636924526546525,242,1,"s.Hyena,s.Sand_cat","6276","803.539","6.693"
"632_465.319_4.427","Connected","N/A","N/A",4.4271,4.4271,0,"N/A",0.03306836,43,82,43,465.319,1,465.319,0.03306836,632,465.319,4.427,0.03306836,"Triterpenoids","Wheat-straw-1","","no_matches","no_matches",87,"no_matches","no_matches",NA,"632_465.319_4.427",0.899265739311695,4,0.00294,"s.Foregut,s.Hindgut",0.820907500641168,2,0.00298,"s.Herbivores",0.990103122087055,13,0.00319,"s.Cetartiodactyla,s.Perissodactyla",0.838239606647546,195,0.00319,"s.Donkey,s.Zebra","632","465.319","4.427"
"634_255.21_8.199","Connected","N/A","N/A",8.1988,8.1988,0,"N/A",0.015331658,35,113,35,255.2097,1,255.2097,0.015331658,634,255.21,8.199,0.015331658,"Bile acids","BA 2 (m/z 255.21)","In cluster with BA 1. There's also a lithocholic acid neighbor in the cluster, but low cosine match. ","Steroids_and_steroid_derivatives","Monohydroxy_bile_acids,_alcohols_and_derivatives",45,"Bile_acids,_alcohols_and_derivatives","Lipids_and_lipid-like_molecules",NA,"634_255.21_8.199",0.961199896324162,1,0.00294,"s.Foregut",0.8226953794973,2,0.00596,"s.Herbivores",0.971296667046187,13,0.00319,"s.Cetartiodactyla,s.Perissodactyla",0.940146879927997,220,0.00319,"s.Goat,s.Sheep","634","255.21","8.199"
"635_481.314_4.525",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"635_481.314_4.525",0.902613094107845,4,0.00294,"s.Foregut,s.Hindgut",0.843029773052392,2,0.00298,"s.Herbivores",0.996509128382534,13,0.00319,"s.Cetartiodactyla,s.Perissodactyla",0.703158809155182,195,1,"s.Donkey,s.Zebra","635","481.314","4.525"
"6353_249.123_2.703","Connected","N/A","N/A",2.7027,2.7027,0,"N/A",0.007105064,17,5433,17,249.1227,1,249.1227,0.007105064,6353,249.123,2.703,0.007105064,"Hormones","Cyclic 3-Hydroxymelatonin","Cyclic 3-hydroxymelatonin, predicted from NAP","no_matches","no_matches",2,"no_matches","no_matches",NA,"6353_249.123_2.703",0.528810586072431,3,1,"s.Simplegut",0.819958880658549,1,0.00298,"s.Carnivores",0.687451066222045,2,0.64757,"s.Carnivora",0.847219381625473,254,1,"s.Israeli_Wolf,s.Tiger","6353","249.123","2.703"
"643_431.314_5.709",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"643_431.314_5.709",0.940961745121135,1,0.00294,"s.Foregut",0.86298618901466,4,0.00894,"s.Carnivores,s.Herbivores",0.935322957812573,13,0.00319,"s.Cetartiodactyla,s.Perissodactyla",0.706672778875985,220,1,"s.Goat,s.Sheep","643","431.314","5.709"
"6461_160.096_2.769",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6461_160.096_2.769",0.67846699279881,5,1,"s.Foregut,s.Simplegut",0.922501580910645,1,0.00298,"s.Carnivores",0.884546485756198,2,0.00638,"s.Carnivora",0.772119635762782,278,1,"s.Leopard,s.Tiger","6461","160.096","2.769"
"6897_593.33_5.812",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6897_593.33_5.812",0.605788839250726,3,1,"s.Simplegut",0.908112218635642,1,0.00298,"s.Carnivores",0.859365227374406,2,0.0319,"s.Carnivora",0.895267848406439,278,1,"s.Leopard,s.Tiger","6897","593.33","5.812"
"6931_589.299_4.677",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6931_589.299_4.677",0.719912542730321,5,1,"s.Foregut,s.Simplegut",0.890166381024832,1,0.00298,"s.Carnivores",0.962839423937753,10,0.00319,"s.Carnivora,s.Cetartiodactyla",0.748934829082354,278,1,"s.Leopard,s.Tiger","6931","589.299","4.677"
"696_449.324_5.419","Connected","N/A","N/A",5.4189,5.4189,0,"N/A",0.023487968,45,82,45,449.3244,1,449.3244,0.023487968,696,449.324,5.419,0.023487968,"Triterpenoids","Pellets-7","","no_matches","no_matches",87,"no_matches","no_matches",NA,"696_449.324_5.419",0.959421274079241,1,0.00294,"s.Foregut",0.806619692478685,2,0.0149,"s.Herbivores",0.995002224646026,13,0.00319,"s.Cetartiodactyla,s.Perissodactyla",0.923692688457075,220,0.00319,"s.Goat,s.Sheep","696","449.324","5.419"
"6979_615.313_5.842",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6979_615.313_5.842",0.495594627783352,3,1,"s.Simplegut",0.816921969973067,1,0.00298,"s.Carnivores",0.720082299823096,2,0.19778,"s.Carnivora",0.851357941221741,278,1,"s.Leopard,s.Tiger","6979","615.313","5.842"
"6988_122.057_2.258",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6988_122.057_2.258",0.529812942826018,3,1,"s.Simplegut",0.993406105290452,1,0.00298,"s.Carnivores",0.769800358919501,2,0.03828,"s.Carnivora",0.688183015799913,278,1,"s.Leopard,s.Tiger","6988","122.057","2.258"
"701_449.324_5.178","Connected","N/A","N/A",5.1785,5.1785,0,"N/A",0.018142953,45,82,45,449.3243,1,449.3243,0.018142953,701,449.324,5.178,0.018142953,"Triterpenoids","Pellets-5","","no_matches","no_matches",87,"no_matches","no_matches",NA,"701_449.324_5.178",0.966010715457549,1,0.00294,"s.Foregut",0.779171768095449,4,0.05662,"s.Carnivores,s.Herbivores",0.954838454126949,3,0.00319,"s.Cetartiodactyla",0.904672544574341,220,0.00319,"s.Goat,s.Sheep","701","449.324","5.178"
"7050_188.128_3.797",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7050_188.128_3.797",0.577350269189626,3,1,"s.Simplegut",0.902771194342217,1,0.00298,"s.Carnivores",0.790837070553339,2,0.06699,"s.Carnivora",0.824403583738276,254,1,"s.Israeli_Wolf,s.Tiger","7050","188.128","3.797"
"7056_589.299_4.124",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7056_589.299_4.124",0.67538163350597,3,1,"s.Simplegut",0.714005547295417,5,0.10728,"s.Carnivores,s.Omnivores",0.833046406086278,2,0.01914,"s.Carnivora",0.840794440042314,92,1,"s.Brown_bear,s.Capuchin","7056","589.299","4.124"
"7093_416.314_6.076","Connected","N/A","N/A",6.0759,6.0759,0,"N/A",0.004367294,19,2401,19,416.3136,1,416.3136,0.004367294,7093,416.314,6.076,0.004367294,"Unsat. LCFA","Unsat. LCFA 8","Myxalamide A. NAP, high confidence","no_matches","no_matches",2,"no_matches","no_matches",NA,"7093_416.314_6.076",0.577350269189626,3,1,"s.Simplegut",0.991170300311507,1,0.00298,"s.Carnivores",0.733039533955936,2,0.23287,"s.Carnivora",0.782592444826259,254,1,"s.Israeli_Wolf,s.Tiger","7093","416.314","6.076"
"714_887.633_8.201",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"714_887.633_8.201",0.961285516205979,1,0.00294,"s.Foregut",0.787400787401181,2,0.00894,"s.Herbivores",0.951698782841124,3,0.00319,"s.Cetartiodactyla",0.937867761691693,220,0.00319,"s.Goat,s.Sheep","714","887.633","8.201"
"7148_236.127_4.392","Connected","N/A","N/A",4.3922,4.3922,0,"N/A",0.005460053,18,179,18,236.1272,1,236.1272,0.005460053,7148,236.127,4.392,0.005460053,"N-acyl AA","Butyryl-Phe","Butyryl-Phe. See Fig. S6.","no_matches","no_matches",87,"no_matches","no_matches",NA,"7148_236.127_4.392",0.544057474836105,3,1,"s.Simplegut",0.915542415097316,1,0.00298,"s.Carnivores",0.741495044013758,2,0.25839,"s.Carnivora",0.808972313363643,278,1,"s.Leopard,s.Tiger","7148","236.127","4.392"
"7156_303.169_5.826","Connected","N/A","N/A",5.8265,5.8265,0,"N/A",0.003413834,16,240,16,303.1688,1,303.1688,0.003413834,7156,303.169,5.826,0.003413834,"Bile pigments","BR 2 (m/z 303.169)","Based on GNPS ID in cluster","Tetrapyrroles_and_derivatives","Bilirubins",66,"Bilirubins","Organoheterocyclic_compounds",NA,"7156_303.169_5.826",0.510189014657399,3,1,"s.Simplegut",0.911807744160127,1,0.00298,"s.Carnivores",0.74290685890644,2,0.37323,"s.Carnivora",0.904050213966296,278,1,"s.Leopard,s.Tiger","7156","303.169","5.826"
"716_465.319_4.772","Connected","N/A","N/A",4.7722,4.7722,0,"N/A",0.055072993,44,82,44,465.319,1,465.319,0.055072993,716,465.319,4.772,0.055072993,"Triterpenoids","Wheat-straw-2","","no_matches","no_matches",87,"no_matches","no_matches",NA,"716_465.319_4.772",0.901139775265036,4,0.01764,"s.Foregut,s.Hindgut",0.831666345654073,2,0.00596,"s.Herbivores",0.993548542702962,13,0.00319,"s.Cetartiodactyla,s.Perissodactyla",0.869414556836525,195,0.00638,"s.Donkey,s.Zebra","716","465.319","4.772"
"7171_202.143_4.188",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7171_202.143_4.188",0.529812942826018,3,1,"s.Simplegut",0.956198216986261,1,0.00298,"s.Carnivores",0.739998013138384,2,0.28072,"s.Carnivora",0.85877073413872,278,1,"s.Leopard,s.Tiger","7171","202.143","4.188"
"718_238.07_2.959",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"718_238.07_2.959",0.904038572741108,4,0.00294,"s.Foregut,s.Hindgut",0.846035475206026,2,0.00298,"s.Herbivores",0.998916222825549,13,0.00319,"s.Cetartiodactyla,s.Perissodactyla",0.837831469202943,220,0.00319,"s.Goat,s.Sheep","718","238.07","2.959"
"7200_609.325_4.646",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7200_609.325_4.646",0.561144469804216,5,1,"s.Foregut,s.Simplegut",0.941892147346719,1,0.00298,"s.Carnivores",0.80428336125697,2,0.02871,"s.Carnivora",0.638825323915282,244,1,"s.Hyena,s.Tiger","7200","609.325","4.646"
"721_415.319_7.959",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"721_415.319_7.959",0.944114021977167,1,0.00294,"s.Foregut",0.81899652892739,4,0.00894,"s.Carnivores,s.Herbivores",0.922003868098341,13,0.00319,"s.Cetartiodactyla,s.Perissodactyla",0.746784830596001,220,1,"s.Goat,s.Sheep","721","415.319","7.959"
"7212_180.101_5.833",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7212_180.101_5.833",0.50193780367553,3,1,"s.Simplegut",0.94682242788466,1,0.00298,"s.Carnivores",0.735596204870541,2,0.18502,"s.Carnivora",0.75556477757039,278,1,"s.Leopard,s.Tiger","7212","180.101","5.833"
"7263_303.169_4.049",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7263_303.169_4.049",0.657613106858256,3,1,"s.Simplegut",0.961311374612083,1,0.00298,"s.Carnivores",0.898144338616582,2,0.00319,"s.Carnivora",0.661344908448896,254,1,"s.Israeli_Wolf,s.Tiger","7263","303.169","4.049"
"7316_188.128_3.7","Connected","N/A","N/A",3.7005,3.7005,0,"N/A",0.005314251,18,179,18,188.1275,1,188.1275,0.005314251,7316,188.128,3.7,0.005314251,"N-acyl AA","Butyryl-Val","Butyryl-Val. See Fig. S6.","no_matches","no_matches",87,"no_matches","no_matches",NA,"7316_188.128_3.7",0.561951486949016,3,1,"s.Simplegut",0.939185028961593,1,0.00298,"s.Carnivores",0.743343997513866,2,0.11484,"s.Carnivora",0.739678429428923,248,1,"s.Israeli_Wolf,s.Leopard","7316","188.128","3.7"
