ATTRIBUTE_SampleType	GNPSGROUP:Bear	GNPSGROUP:Blank	GNPSGROUP:Capuchin	GNPSGROUP:Carnivore	GNPSGROUP:CarnivorousCat	GNPSGROUP:Chimp	GNPSGROUP:Coati	GNPSGROUP:Donkey	GNPSGROUP:Elephant	GNPSGROUP:Feces	GNPSGROUP:Food	GNPSGROUP:Gibbon	GNPSGROUP:Goat	GNPSGROUP:Gorilla	GNPSGROUP:Herbivore	GNPSGROUP:Lemur	GNPSGROUP:Mandrill	GNPSGROUP:Meat	GNPSGROUP:Omnivore	GNPSGROUP:Plants	GNPSGROUP:QC	GNPSGROUP:Rhino	GNPSGROUP:Sheep	GNPSGROUP:Wolf	GNPSGROUP:Zebra	LibraryID	MQScore	RTConsensus	SumPeakIntensity	UniqueFileSourcesCount	cluster_index	componentindex	number_of_spectra	parent_mass	precursor_mass
"Feces,Food"	0.000594704	0	1.29E-05	5.66E-05	1.42E-05	1.13E-05	0.00015185	0	0	9.89E-05	9.56E-07	8.42E-05	0	0.00022017	2.64E-05	0	7.55E-05	4.30E-06	0.000163392	0	0.00067313	0	0	0.00029007	0	Spectral_Match_to_.omega.-3_Arachidonic_acid_from_NIST14	0.801453	7.2871	0.010319949	33	10425	6566	33	305.2462	305.2462
Feces	1.65E-05	0	9.57E-05	8.84E-06	1.05E-05	0	3.54E-06	0	0	1.08E-05	0	0	0	0	0	0	8.77E-05	0	2.47E-05	0	2.26E-05	0	0	0	0	N/A	N/A	5.6159	0.001119687	13	10426	691	13	273.22	273.22
Feces	5.41E-06	0	0	0	0	4.76E-06	5.31E-06	0	0	1.09E-05	0	0	0	0	0	5.46E-05	0.000112437	0	2.98E-05	0	0	0	0	0	0	N/A	N/A	5.6005	0.001131306	10	10427	-1	10	373.1969	373.1969
Feces	0	0	0	6.08E-06	7.19E-06	1.72E-05	0	0	7.00E-05	4.43E-05	0	0	0	2.82E-05	1.46E-05	0.000305283	0.000376617	0	9.99E-05	0	0	0	0	0	0	N/A	N/A	2.6336	0.00460311	12	10428	574	12	187.1801	187.1801
Feces	0	0	0	1.44E-05	1.15E-05	0	0	0	0	2.24E-06	0	0	0	0	0	0	5.74E-06	0	1.21E-06	0	0	0	0	3.01E-05	0	N/A	N/A	7.6666	0.000232466	9	10429	-1	9	521.1924	521.1924
Feces	0	0	0	2.71E-05	3.20E-05	9.32E-06	0	0	0	1.52E-05	0	0	0	2.36E-05	2.83E-06	4.16E-05	0.000113518	0	2.85E-05	0	0	0	0	0	0	N/A	N/A	3.8115	0.001578692	17	10430	-1	17	297.1663	297.1663
Feces	3.72E-05	0	0	0	0	7.14E-05	0	0	0	2.93E-05	0	4.94E-05	4.47E-05	0.000107214	1.69E-05	0.000171336	6.11E-05	0	5.14E-05	0	8.25E-05	0	3.11E-05	0	0	N/A	N/A	6.1939	0.00304454	23	10431	451	23	453.3343	453.3343
Feces	0	0	0	5.95E-06	7.03E-06	1.64E-05	0	0	0	2.50E-05	0	0	0	4.07E-05	7.21E-06	0.000876798	3.03E-05	0	5.69E-05	0	0	0	0	0	7.24E-06	N/A	N/A	7.1837	0.002598384	12	10432	-1	12	225.2204	225.2204
Feces	0	0	0	0	0	0	0	0	0	2.98E-06	0	0	0	0	0	0	3.87E-05	0	8.15E-06	0	0	0	0	0	0	N/A	N/A	7.5808	0.000309604	3	10433	881	3	273.2563	273.2563
Feces	0	0	0	0	0	0	0	0	0	1.11E-06	0	0	0	0	0	2.80E-05	7.44E-06	0	3.04E-06	0	0	0	0	0	0	N/A	N/A	3.5017	0.000115506	2	10434	-1	2	347.075	347.075
Feces	0	0	2.41E-05	3.74E-06	4.42E-06	0	0	0	0	2.10E-06	0	0	5.71E-05	0	1.14E-06	0	1.11E-05	0	2.97E-06	0	0	0	0	0	0	N/A	N/A	6.0304	0.000218405	5	10435	-1	5	305.2096	305.2096
Feces	0	0	0	7.88E-07	9.31E-07	0	0	0	0	6.31E-06	0	0	0	0	0	0	8.07E-05	0	1.70E-05	0	0	0	0	0	0	N/A	N/A	6.1144	0.000655975	6	10436	-1	6	433.293	433.293
Feces	0	0	0	8.68E-07	1.03E-06	0	0	0	0	1.61E-06	0	0	0	0	0	0	1.95E-05	0	4.10E-06	0	0	0	0	0	0	N/A	N/A	3.9545	0.000167262	4	10437	-1	4	323.2203	323.2203
Feces	0	0	0	0	0	9.27E-06	0	0	0	1.59E-06	0	0	0	0	0	0	9.10E-06	0	4.35E-06	0	0	0	0	0	0	N/A	N/A	7.7635	0.000165455	2	10438	-1	2	539.2624	539.2624
Feces	0	0	0	1.85E-05	2.02E-05	0	0	0	0	4.46E-06	0	0	0	0	0	0	2.79E-05	0	5.88E-06	0	0	0	0	8.75E-06	0	N/A	N/A	4.6269	0.000463789	12	10439	6577	12	291.1189	291.1189
Feces	0	0	0	0	0	1.89E-05	0	0	0	1.63E-05	0	8.45E-05	0	6.58E-06	3.95E-06	2.95E-05	2.21E-05	0	1.78E-05	0	0.000273231	0	3.16E-05	0	0	"NCGC00380944-01_C30H46O3_(3beta,5xi,9xi,13alpha,17alpha,18xi)-3-Hydroxy-13,28-epoxyurs-11-en-28-one"	0.701781	7.3148	0.001695277	14	10440	7376	14	437.3397	437.3397
Feces	0	0	0	0.000257008	0.00025622	5.88E-05	0	0	0	5.91E-05	0	8.39E-05	3.72E-05	8.44E-05	2.32E-05	0	5.51E-05	0	3.37E-05	0	0.000123256	1.36E-05	4.27E-05	0.000261341	1.40E-05	N/A	N/A	7.3662	0.006149972	34	10441	703	34	455.3121	455.3121
"Feces,Food"	0	0	4.00E-05	3.76E-06	2.46E-06	0	6.37E-06	0	0	5.47E-06	6.44E-07	0	0	0	0	2.89E-05	4.72E-05	2.90E-06	1.37E-05	0	0	0	0	1.09E-05	0	N/A	N/A	6.5182	0.000592504	11	10442	5276	11	339.2509	339.2509
Feces	8.93E-05	0	0	0	0	0	4.51E-05	0	0	1.08E-05	0	0	0	0	0	0	2.24E-05	0	2.95E-05	0	0	0	0	0	0	N/A	N/A	2.9389	0.001119897	11	10443	7520	11	251.1018	251.1018
Feces	8.43E-05	0	0	0.000722113	0.000834046	2.53E-05	0.000457848	0	0	0.000156923	0	0	0.000149143	0	2.07E-05	0.000607759	7.89E-05	0	0.000155141	0	0	0	0.000177603	0.000106479	0	N/A	N/A	0.7328	0.016319964	40	10444	2106	40	258.0941	258.0941
Feces	0	0	0	0	0	0.000374199	0	0	0	9.91E-05	0	0	0	0.001002601	0.000120312	0	6.80E-05	0	0.000112783	0	0	0	0	0	0	N/A	N/A	4.2879	0.010301371	14	10445	50	14	429.2604	429.2604
Feces	4.56E-05	0	0.000507538	1.29E-06	1.53E-06	0.000364642	0.000162668	0	0	0.000114048	0	0	0	0.000950695	0.000114083	0	6.60E-05	0	0.00016158	0	0	0	0	0	0	N/A	N/A	4.2894	0.011861037	26	10446	-1	26	465.2831	465.2831
Feces	0	0	0	3.48E-05	3.22E-05	7.57E-05	0	0	0	1.36E-05	0	0	0	1.15E-05	1.38E-06	0	1.72E-05	0	2.35E-05	0	0	0	0	4.92E-05	0	N/A	N/A	5.3444	0.001416195	16	10447	-1	16	414.2975	414.2975
Feces	0	0	0	0	0	7.30E-06	0	0	0	7.26E-06	0	0	0	1.88E-05	1.15E-05	0	1.36E-05	0	4.78E-06	0	0	0	0	0	2.88E-05	N/A	N/A	6.5873	0.000755102	7	10448	451	7	453.3343	453.3343
"Feces,Food"	4.93E-06	0	0	6.26E-05	5.86E-05	0	0	0	0	9.97E-06	7.73E-07	0	0	0	0	0	2.35E-05	0	5.86E-06	1.07E-06	0	0	0	8.45E-05	0	N/A	N/A	6.0483	0.001064198	17	10449	22	17	215.1787	215.1787
Feces	3.70E-06	0	0	0	0	1.54E-05	6.63E-06	0	0	9.54E-06	0	8.98E-05	0	0	0	0.000178561	1.74E-05	0	2.61E-05	0	0	0	0	0	0	N/A	N/A	3.1466	0.000992113	8	10450	424	8	339.0699	339.0699
"Feces,Food"	1.60E-05	0	3.56E-05	4.61E-05	4.98E-05	8.64E-06	1.42E-05	0	0	3.15E-05	3.58E-06	0	3.91E-05	9.10E-06	1.96E-05	4.51E-05	7.78E-05	5.28E-06	2.75E-05	3.33E-06	0.000217768	0	1.69E-05	2.56E-05	5.01E-05	Spectral_Match_to_cis-9-Hexadecenoic_acid_from_NIST14	0.782112	6.8664	0.003406178	47	10451	-1	47	255.231	255.231
"Feces,Food"	0	0	0	2.30E-06	1.29E-06	2.10E-05	0	0	1.86E-05	1.05E-05	1.33E-06	3.50E-05	0	3.36E-05	8.49E-06	0	4.05E-05	3.74E-06	1.68E-05	6.88E-07	0	5.68E-06	0	7.88E-06	0	N/A	N/A	7.4138	0.001141777	15	10452	-1	15	395.2755	395.2755
Feces	0	0	0	3.85E-06	4.55E-06	0	0	0	0	7.75E-06	0	2.56E-05	0	4.98E-05	5.97E-06	0	4.75E-05	0	1.20E-05	0	0	0	0	0	0	N/A	N/A	6.701	0.00080553	8	10453	-1	8	427.3554	427.3554
"Feces,Food"	0.000150032	0	0	7.63E-06	3.95E-06	0	1.50E-05	0	0	2.25E-05	1.36E-06	0	0	2.63E-05	5.96E-06	0	9.08E-05	0	4.95E-05	1.88E-06	1.97E-05	1.08E-05	0	2.79E-05	0	N/A	N/A	6.3816	0.00238714	18	10454	359	18	303.2306	303.2306
Feces	0	0	0	2.63E-06	3.10E-06	4.74E-06	0	0	0	3.09E-06	0	0	0	0	0	0	3.00E-05	0	7.57E-06	0	0	0	0	0	0	Spectral_Match_to_.omega.-3_Arachidonic_acid_from_NIST14	0.802296	8.5721	0.000321765	5	10455	4159	5	305.2461	305.2461
Feces	0	0	0	5.34E-06	4.44E-06	1.42E-05	4.46E-05	0	0	1.70E-05	0	2.93E-05	0	1.24E-05	1.48E-06	0	0.000135767	0	4.28E-05	0	0	0	0	1.03E-05	0	N/A	N/A	4.9853	0.001771581	18	10456	-1	18	337.2355	337.2355
Feces	0	0	0	4.29E-06	5.07E-06	0	0	0	0	4.25E-06	0	0	0	0	2.24E-06	0	3.43E-05	0	7.22E-06	0	0	0	0	0	7.00E-06	N/A	N/A	5.9566	0.00044222	6	10457	-1	6	620.205	620.205
Feces	0	0	0	5.29E-06	6.26E-06	7.88E-06	0	0	0	8.81E-06	0	0	0	0	0	0	9.61E-05	0	2.23E-05	0	0	0	0	0	0	N/A	N/A	6.4141	0.000916358	11	10458	-1	11	432.3087	432.3087
Feces	0	0	0	8.19E-06	9.68E-06	2.39E-05	0	0	0	4.65E-05	0	0.001060164	0	2.15E-05	2.58E-06	0	0.000147698	0	0.000121091	0	0	0	0	0	0	N/A	N/A	1.5827	0.004836829	7	10459	999	7	238.0678	238.0678
Feces	2.83E-05	0	0	9.29E-07	1.10E-06	4.82E-06	0.00016908	0	0	3.19E-05	0	0	0	7.22E-06	8.67E-07	0	0.000229408	0	8.59E-05	0	0	0	0	0	0	N/A	N/A	4.4357	0.003320595	21	10460	126	21	299.1992	299.1992
"Feces,Food"	0	0	8.47E-05	0	0	0	0	0	0	1.70E-06	9.80E-07	0	0	0	0	0	1.16E-05	0	4.67E-06	1.36E-06	0	0	0	0	0	N/A	N/A	6.609	0.000212604	4	10461	-1	4	219.1006	219.1006
Feces	0	0	0	0	0	0	0	0	0	1.73E-05	0	0	4.18E-05	0	8.37E-07	0	0.000219332	0	4.62E-05	0	0	0	0	0	0	N/A	N/A	5.2047	0.001796493	8	10462	412	8	345.1678	345.1678
Feces	5.08E-06	0	0	0	0	0	0	0	0	5.22E-06	0	8.39E-05	0	6.38E-06	7.66E-07	7.57E-05	8.24E-06	0	1.33E-05	0	0	0	0	0	0	N/A	N/A	6.4403	0.000542886	5	10463	-1	5	453.3343	453.3343
Feces	0	0	0	0	0	0	0	0	0	1.94E-05	0	0	0	0	1.74E-06	0	0.000241763	0	5.09E-05	0	0	0	0	0	5.45E-06	N/A	N/A	3.7904	0.002021265	8	10464	212	8	161.0592	161.0592
Feces	0	0	0	0	0	4.07E-05	0	0	0	2.40E-05	0	2.15E-05	0	0.000227394	3.10E-05	0	5.89E-05	0	2.48E-05	0	0	0	3.73E-05	0	0	N/A	N/A	6.5813	0.002494221	20	10465	-1	20	347.2546	347.2546
Feces	0	0	0	6.01E-05	5.96E-05	0	0	0	0	1.04E-05	0	0	0	1.57E-05	1.89E-06	0	2.59E-05	0	5.46E-06	0	0	0	0	6.30E-05	0	N/A	N/A	6.1877	0.001082839	17	10466	5604	17	259.168	259.168
Feces	1.24E-05	0	0	8.21E-06	9.70E-06	0.00093142	0	0	0	0.00012719	0	0.000153872	0	0.000493252	5.92E-05	0	3.74E-05	0	0.000267409	0	0	0	0	0	0	N/A	N/A	3.3982	0.013227741	16	10467	1973	16	266.1014	266.1014
Feces	0	0	0	8.96E-05	0.00010412	0	0	0	0	1.24E-05	0	0	0	0	0	0	1.57E-05	0	3.31E-06	0	0	0	0	9.54E-06	0	N/A	N/A	5.9486	0.001290161	7	10468	-1	7	321.2042	321.2042
"Feces,Food"	0	0	0	0	0	0	0	0	0	1.04E-06	5.05E-07	0	0	0	0	0	1.35E-05	2.27E-06	2.84E-06	0	0	0	0	0	0	N/A	N/A	2.3576	0.000126232	3	10469	-1	3	407.203	407.203
Feces	0	0	0	3.71E-05	3.99E-05	1.38E-05	5.92E-06	0	0	0.000110221	0	2.56E-05	0.000365937	1.34E-05	0.000208405	0	3.80E-05	0	1.48E-05	0	0	0	0.001994833	2.13E-05	0	N/A	N/A	6.511	0.011462999	26	10470	3065	26	471.3064	471.3064
"Feces,Food"	0	0	0	0	0	4.82E-05	0	0	0	8.99E-06	2.49E-07	0	0	6.01E-05	7.21E-06	0	1.16E-05	0	1.51E-05	3.45E-07	0	0	0	0	0	N/A	N/A	4.3065	0.000944139	8	10471	-1	8	191.0697	191.0697
Feces	0	0	0	0	0	0	3.99E-06	0	0	2.05E-06	0	0	0	0	0	0	2.32E-05	0	5.62E-06	0	0	0	0	0	0	N/A	N/A	5.0887	0.000213492	3	10472	486	3	387.2722	387.2722
Feces	0	0	0	1.37E-06	1.61E-06	3.60E-05	0	0	0	1.54E-05	0	0.000120166	0	2.93E-05	3.51E-06	0	8.59E-05	0	3.71E-05	0	0	0	0	0	0	N/A	N/A	1.922	0.001601474	9	10473	-1	9	354.0812	177.5406
Feces	0	0	0	0	0	0	0	0	0	1.54E-06	0	0	0	9.26E-06	1.11E-06	0	1.31E-05	0	2.76E-06	0	0	0	0	0	0	N/A	N/A	5.1697	0.000160621	3	10474	-1	3	455.2043	455.2043
Feces	0	0	0.000163414	1.15E-05	1.14E-05	0	0	0	0	8.83E-06	0	0	0	0	0	0	7.56E-05	0	2.02E-05	0	0	0	0	1.24E-05	0	N/A	N/A	4.1473	0.000918249	13	10475	2440	13	318.2082	318.2082
Feces	4.72E-06	0	0	2.96E-06	3.50E-06	0	0	0	0	3.74E-06	0	0	0	0	0	0	3.96E-05	0	9.21E-06	0	0	0	0	0	0	N/A	N/A	0.7234	0.000388501	5	10476	-1	5	263.1705	263.1705
Feces	0.000189761	0	2.32E-05	8.75E-05	9.12E-05	0	7.51E-06	0	0	3.96E-05	0	7.25E-05	7.65E-05	0	1.63E-05	3.92E-05	5.79E-05	0	5.69E-05	0	0	2.91E-05	2.13E-05	6.70E-05	1.57E-05	N/A	N/A	5.8059	0.004113442	33	10477	129	33	415.3188	415.3188
Feces	0	0	0	0	0	0	0	0	0	4.11E-06	0	0	0	1.76E-05	2.12E-06	0	4.01E-05	0	8.45E-06	0	0	0	0	0	0	N/A	N/A	2.339	0.000427028	7	10478	198	7	381.0959	381.0959
Feces	5.26E-05	0	1.34E-05	1.21E-06	0	1.45E-05	1.93E-05	0	0	2.19E-05	0	0	0	0.000216722	2.60E-05	0	3.70E-05	0	2.52E-05	0	0	0	0	7.87E-06	0	N/A	N/A	6.3788	0.002273796	17	10479	57	17	345.2387	345.2387
Feces	0	0	0	3.70E-06	4.37E-06	4.88E-06	0	0	0	1.58E-06	0	0	0	0	0	0	8.48E-06	0	3.07E-06	0	0	0	0	0	0	N/A	N/A	7.0203	0.000164738	3	10480	1625	3	398.2673	398.2673
Feces	4.07E-06	0	0	0	0	0	0	0	0	7.25E-07	0	0	0	0	0	0	5.87E-06	0	1.99E-06	0	0	0	0	0	0	N/A	N/A	3.9194	7.54E-05	2	10481	-1	2	453.1163	453.1163
Feces	0	0	0	0	0	1.10E-05	0	0	0	1.76E-06	0	0	0	0	0	0	9.12E-06	0	4.81E-06	0	0	0	0	0	0	N/A	N/A	4.3467	0.000182918	4	10482	-1	4	475.2306	475.2306
Feces	4.54E-06	0	0	0.000133634	0.000151337	1.31E-05	0	0	0	3.71E-05	0	2.05E-05	4.83E-05	4.30E-05	2.70E-05	3.26E-05	6.01E-05	0	2.03E-05	0	0	2.22E-05	4.08E-05	3.63E-05	3.46E-05	N/A	N/A	6.0957	0.003859081	32	10483	129	32	415.3189	415.3189
Feces	0	0	0	0.000211363	0.000219472	0	0	0	0	2.78E-05	0	0	0	7.70E-06	9.23E-07	0	1.27E-05	0	2.67E-06	0	0	0	0	0.000166761	0	N/A	N/A	5.5228	0.002895475	14	10484	373	14	390.2984	390.2984
"Feces,Food"	0	0	0	9.74E-06	1.15E-05	5.29E-05	0	0	0	5.47E-05	2.70E-06	0.001099196	0.000102489	4.52E-05	1.41E-05	0	0.000129203	1.07E-05	0.000127908	4.49E-07	0	0	2.09E-05	0	1.42E-05	N/A	N/A	1.5687	0.00578924	22	10485	5043	22	198.0758	198.0758
Feces	0	0	0	5.43E-06	6.42E-06	0	0	0	0	4.13E-06	0	0	0	1.94E-05	2.32E-06	0	3.04E-05	0	6.40E-06	0	0	0	0	0	0	N/A	N/A	3.0428	0.000429911	8	10486	2363	8	333.1322	333.1322
"Feces,Food"	0	0	0	0	0	0	0	0	1.76E-05	2.95E-06	5.03E-07	0	0	1.06E-05	4.08E-06	0	1.29E-05	2.27E-06	2.72E-06	0	0	0	0	0	0	Spectral_Match_to_1-Pentadecanoyl-sn-glycero-3-phosphocholine_from_NIST14	0.791856	6.3774	0.000325385	6	10487	-1	6	482.3228	482.3228
Feces	4.30E-05	0	5.19E-05	0	0	0	0	0	0	5.35E-06	0	0	0	0	0	0	2.55E-05	0	1.47E-05	0	0	0	0	0	0	N/A	N/A	7.1891	0.000556759	7	10488	621	7	289.2513	289.2513
Feces	0	0	0	4.38E-06	1.49E-06	0	0	0	0	5.19E-06	0	0	0	0	0	0.000212881	7.16E-06	0	1.27E-05	0	0	0	0	2.03E-05	0	N/A	N/A	7.954	0.000540016	4	10489	-1	4	537.2546	269.1273
Feces	0	0	0	3.98E-05	3.95E-05	3.85E-05	0	0	0	1.83E-05	0	4.65E-05	0	2.30E-05	2.76E-06	0.000216588	3.61E-05	0	3.28E-05	0	0	0	0	4.12E-05	0	N/A	N/A	7.0686	0.001901833	22	10490	1884	22	453.2927	453.2927
Feces	0	0	0	2.89E-06	1.35E-06	1.85E-05	0	0	0	3.17E-06	0	1.95E-05	0	0	0	0	6.13E-06	0	7.69E-06	0	0	0	0	1.13E-05	0	N/A	N/A	2.8614	0.000329707	6	10491	-1	6	188.1065	188.1065
Feces	0	0	1.55E-05	0	0	0	0	0	0	2.03E-05	0	0	0	0	0	0	0.000262167	0	5.56E-05	0	0	0	0	0	0	N/A	N/A	4.4925	0.002112871	9	10492	-1	9	251.1784	251.1784
"Feces,Food"	0	0	0	0	0	0	0	0	0	4.57E-07	3.54E-07	0	0	0	0	0	5.94E-06	1.59E-06	1.25E-06	0	0	0	0	0	0	N/A	N/A	6.7519	6.03E-05	3	10493	3791	3	583.2968	292.1484
Feces	0	0	0	1.71E-05	1.40E-05	3.96E-05	0	0	1.46E-05	2.06E-05	0	0	0	4.66E-05	1.28E-05	3.18E-05	0.000102218	0	3.36E-05	0	0	1.34E-05	0	3.43E-05	4.43E-06	N/A	N/A	2.3333	0.002140894	29	10494	-1	29	205.1542	205.1542
Feces	0	0	0	0	0	0	0	0	0	1.36E-06	0	0	0	0	0	0	1.76E-05	0	3.71E-06	0	0	0	0	0	0	N/A	N/A	8.4377	0.000140961	2	10495	-1	2	431.359	431.359
Feces	0	0	0	2.62E-06	3.10E-06	0	0	0	0	6.90E-06	0	0	0	5.15E-05	6.18E-06	0	4.68E-05	0	9.86E-06	0	0	0	0	0	0	N/A	N/A	2.3349	0.000717587	12	10496	-1	12	279.0155	279.0155
Feces	0	0	0	0	0	5.11E-06	0	0	0	2.78E-06	0	3.63E-05	0	1.28E-05	1.54E-06	0	6.45E-06	0	5.57E-06	0	0	0	0	0	0	N/A	N/A	8.0641	0.000288678	6	10497	-1	6	376.3168	376.3168
Feces	0	0	0	1.36E-05	1.19E-05	0	0	0	0	9.12E-06	0	0	0	0	1.13E-06	0	8.95E-05	0	1.88E-05	0	0	0	0	2.29E-05	3.52E-06	N/A	N/A	5.5029	0.000948756	14	10498	1145	14	337.251	337.251
"Feces,Food"	9.14E-06	0	0	1.11E-05	7.91E-06	0	0	0	0	4.30E-06	7.64E-07	0	0	1.30E-05	1.56E-06	0	2.01E-05	3.44E-06	5.92E-06	0	0	0	0	2.88E-05	0	Spectral_Match_to_8-HETE_from_NIST14	0.888476	7.4053	0.000474842	10	10499	5840	10	303.2308	303.2308
Feces	0	0	0	1.70E-05	1.46E-05	6.02E-06	0	0	0	5.39E-06	0	0	0	2.50E-05	3.97E-06	0	1.01E-05	0	3.72E-06	0	0	0	9.76E-06	3.01E-05	0	N/A	N/A	5.8712	0.000561029	15	10500	-1	15	536.2408	536.2408
"Feces,Food"	9.58E-05	0	0	6.33E-07	7.49E-07	4.36E-05	1.57E-05	0.00013284	0	1.65E-05	2.66E-06	0	0	1.10E-05	7.53E-06	0	1.43E-05	1.20E-05	3.50E-05	0	0	0	3.55E-05	0	0	N/A	N/A	3.2133	0.001810804	22	10501	-1	22	481.2605	481.2605
Feces	0	0	0	0	0	0	0	0	0	3.85E-06	0	0	0	0	0	0	1.88E-05	0	3.95E-06	0	8.33E-05	0	0	0	0	N/A	N/A	5.0999	0.000399951	4	10502	-1	4	374.0871	187.5436
Feces	0	0	0	0	0	0	0	0	0	4.73E-06	0	7.21E-05	0	5.36E-06	6.44E-07	0	3.04E-05	0	1.21E-05	0	0	0	0	0	0	N/A	N/A	3.4097	0.000491558	8	10503	860	8	291.0741	291.0741
Feces	0	0	0	0	0	0	0	0	0	3.06E-06	0	0	0	0	0	0	3.98E-05	0	8.38E-06	0	0	0	0	0	0	N/A	N/A	5.0769	0.000318305	5	10504	-1	5	375.1762	375.1762
Feces	0	0	4.83E-05	1.57E-05	9.07E-07	1.18E-05	1.02E-05	0	0	9.04E-06	0	0	0	0	0	0	6.23E-05	0	1.94E-05	0	0	0	0	9.67E-05	0	N/A	N/A	5.1133	0.000940141	13	10505	5024	13	401.3034	401.3034
"Feces,Food"	0	0	0	0	0	0	0	0	0	3.55E-06	1.50E-07	0	0	0	0	0	4.61E-05	6.73E-07	9.71E-06	0	0	0	0	0	0	N/A	N/A	3.7224	0.000374441	7	10506	-1	7	379.2439	379.2439
"Feces,Food"	3.69E-06	0	0	8.51E-05	8.25E-05	0	0	0	0	1.29E-05	8.47E-07	0	0	1.50E-05	1.80E-06	0	1.45E-05	0	3.73E-06	1.17E-06	0	0	0	9.93E-05	0	N/A	N/A	6.1134	0.001368261	19	10507	1516	19	247.1683	247.1683
Feces	0	0	0	0	0	0	0	0	0	2.76E-06	0	0	0	0	3.12E-06	0	1.64E-05	0	3.45E-06	0	0	0	0	0	9.75E-06	N/A	N/A	2.3208	0.000287064	3	10508	-1	3	225.0863	225.0863
Feces	0	0	0	0	0	0	0	0	0	2.53E-06	0	0	0	0	0	0	3.29E-05	0	6.93E-06	0	0	0	0	0	0	N/A	N/A	1.4794	0.000263206	3	10509	-1	3	218.1129	218.1129
Feces	6.16E-05	0	0	0	0	0	0	0	0	4.74E-06	0	0	0	0	0	0	7.75E-06	0	1.30E-05	0	0	0	0	0	0	N/A	N/A	7.1763	0.000493045	4	10510	1250	4	271.2409	271.2409
Feces	0	0	0	2.75E-06	3.25E-06	0	8.04E-05	0	0	1.51E-05	0	0	0	0	0	0	0.000121864	0	4.05E-05	0	0	0	0	0	0	N/A	N/A	5.6477	0.001573272	12	10511	-1	12	317.2097	317.2097
Feces	0	0	1.41E-05	0	0	0	4.79E-05	0	0	8.01E-06	0	0	0	0	0	0	6.04E-05	0	2.19E-05	0	0	0	0	0	0	N/A	N/A	6.523	0.000832647	10	10512	126	10	299.1994	299.1994
Feces	0	0	0	0	0	0	0	0	0	4.14E-06	0	1.61E-05	0	2.60E-05	4.21E-06	0	2.15E-05	0	5.79E-06	0	0	0	0	0	3.42E-06	N/A	N/A	3.4634	0.000430729	9	10513	-1	9	239.106	239.106
Feces	0	0	2.02E-05	2.68E-06	0	1.56E-05	0	0	0	9.08E-06	0	0	0	7.44E-05	8.93E-06	0	3.59E-05	0	1.22E-05	0	0	0	0	1.74E-05	0	N/A	N/A	7.8675	0.000944213	10	10514	-1	10	307.2619	307.2619
Feces	0	0	0	5.56E-05	5.47E-05	0	0	0	0	8.11E-06	0	0	0	7.42E-06	8.90E-07	0	9.49E-06	0	2.00E-06	0	0	0	0	6.08E-05	0	N/A	N/A	6.1914	0.00084347	15	10515	-1	15	227.1785	227.1785
Feces	4.39E-06	0	4.87E-05	3.83E-05	4.53E-05	0	9.54E-06	0	0	9.58E-06	0	0	0	0	0	0	4.40E-05	0	1.31E-05	0	0	0	0	0	0	N/A	N/A	3.9787	0.000996722	14	10516	3922	14	292.2105	292.2105
"Feces,Food"	0	0	0.000727299	2.02E-06	2.38E-06	0	0	0	0	9.05E-06	2.30E-07	0	0	0	0	0	2.34E-05	1.04E-06	2.41E-05	0	0	0	0	0	0	N/A	N/A	6.3814	0.000949154	7	10517	2994	7	360.2512	360.2512
Feces	0	0	0	1.04E-06	1.23E-06	0	0	0	0	2.09E-06	0	0	0	0	0	0	2.54E-05	0	5.35E-06	0	0	0	0	0	0	N/A	N/A	5.5601	0.000216918	3	10518	1182	3	596.3767	596.3767
Feces	0	0	0	0.000115704	0.000125302	0	0	0	0	1.49E-05	0	0	0	0	0	0	5.73E-06	0	1.21E-06	0	0	0	0	6.29E-05	0	N/A	N/A	6.9028	0.001549955	8	10519	77	8	376.3194	376.3194
Feces	0	0	0	7.56E-06	8.93E-06	0.000169914	0	0	0	6.66E-05	0	0.000674952	6.65E-05	7.73E-05	4.05E-05	0	0.000134316	0	0.000126277	0	0	0	0	0	9.35E-05	N/A	N/A	1.8252	0.006922968	26	10520	-1	26	216.086	216.086
"Feces,Food"	8.04E-05	0	0.001231547	1.27E-05	1.38E-05	3.40E-05	5.60E-05	0	0	4.04E-05	5.64E-06	0	3.16E-05	2.31E-05	3.41E-06	0.000525524	3.56E-05	1.91E-05	0.000101652	1.94E-06	0	0	0	6.90E-06	0	Spectral_Match_to_9(10)-EpOME_from_NIST14	0.871195	7.4029	0.004401585	37	10521	26	37	279.231	279.231
Feces	0	0	0	6.02E-05	5.85E-05	0	0	0	0	8.56E-06	0	0	0	0	0	0	1.35E-05	0	2.84E-06	0	0	0	0	6.92E-05	0	N/A	N/A	6.1008	0.000889902	15	10522	1160	15	221.1529	221.1529
Feces	0	0	0	0	0	0	0	0	0	1.06E-05	0	0	0	2.55E-05	1.07E-05	0	7.09E-05	0	1.49E-05	0	0	0	0	0	2.40E-05	N/A	N/A	5.2702	0.001103834	7	10523	2146	7	501.3184	501.3184
Feces	0	0	0	5.60E-05	6.14E-05	6.38E-06	0	0	0	1.26E-05	0	0	0	1.19E-05	1.42E-06	0	5.61E-05	0	1.35E-05	0	0	0	0	2.59E-05	0	N/A	N/A	6.4012	0.001311749	17	10524	129	17	414.2979	414.2979
