ATTRIBUTE_SampleType	GNPSGROUP:Bear	GNPSGROUP:Blank	GNPSGROUP:Capuchin	GNPSGROUP:Carnivore	GNPSGROUP:CarnivorousCat	GNPSGROUP:Chimp	GNPSGROUP:Coati	GNPSGROUP:Donkey	GNPSGROUP:Elephant	GNPSGROUP:Feces	GNPSGROUP:Food	GNPSGROUP:Gibbon	GNPSGROUP:Goat	GNPSGROUP:Gorilla	GNPSGROUP:Herbivore	GNPSGROUP:Lemur	GNPSGROUP:Mandrill	GNPSGROUP:Meat	GNPSGROUP:Omnivore	GNPSGROUP:Plants	GNPSGROUP:QC	GNPSGROUP:Rhino	GNPSGROUP:Sheep	GNPSGROUP:Wolf	GNPSGROUP:Zebra	LibraryID	MQScore	RTConsensus	SumPeakIntensity	UniqueFileSourcesCount	cluster_index	componentindex	number_of_spectra	parent_mass	precursor_mass
"Feces,Blank,Food"	2.61E-05	0.000297942	1.53E-05	2.44E-05	2.17E-05	0.000149416	3.87E-05	0.000161587	0.000148073	0.000119501	2.48E-06	0.000141669	3.93E-05	0.000155105	0.000163272	2.68E-05	0.000155016	6.47E-06	9.69E-05	1.44E-06	8.85E-05	0.000282015	8.90E-05	3.88E-05	0.000108525	N/A	N/A	0.6736	0.013808482	95	56	2386	95	134.1172	134.1172
"Feces,Blank"	2.87E-05	0.000279875	0	9.68E-07	0	0.000118615	9.49E-06	0	0.00012608	4.66E-05	0	9.78E-05	3.01E-05	5.30E-05	5.12E-05	2.79E-05	5.85E-05	0	5.98E-05	0	0	2.68E-05	0	6.29E-06	5.34E-05	N/A	N/A	7.5417	0.006055747	45	57	-1	45	339.1559	339.1559
"Feces,Blank"	6.05E-05	0.000520994	2.32E-05	2.46E-05	2.44E-05	0.000102834	5.66E-05	0.000129394	0.000156313	9.12E-05	0	0.00010227	4.26E-05	5.33E-05	0.000117229	7.08E-05	8.67E-05	0	7.93E-05	0	9.74E-05	0.00014876	5.39E-05	2.56E-05	0.000119755	N/A	N/A	5.3643	0.011743895	106	58	998	106	242.2468	242.2468
"Feces,Blank"	0.000149175	0.00138883	5.55E-05	5.47E-05	5.37E-05	0.000222287	0.000133453	0.000150848	0.000369435	0.000215031	0	0.000230765	0.000105853	0.000131498	0.000279178	0.000174278	0.000202193	0	0.000181977	0	0.00025931	0.000355873	0.000142607	6.03E-05	0.000288647	N/A	N/A	8.3376	0.028381444	106	59	-1	106	619.4364	619.4364
"Feces,Blank"	3.40E-05	0.000244141	0	1.24E-05	1.30E-05	6.29E-05	3.98E-05	0	8.36E-05	4.60E-05	0	6.33E-05	0	2.46E-05	5.25E-05	4.70E-05	4.71E-05	0	4.75E-05	0	6.33E-05	8.25E-05	1.39E-05	9.00E-06	4.15E-05	N/A	N/A	4.6893	0.005838412	74	60	2242	74	184.2053	184.2053
"Feces,Blank"	0	0.000919974	0	0	0	0	0	0	0	2.06E-06	0	0	0	0	4.28E-06	0	0	0	0	0	0	0	0	0	1.34E-05	N/A	N/A	8.3929	0.00420066	3	61	-1	3	705.1866	705.1866
"Feces,Blank"	2.90E-05	0.067718643	1.30E-05	1.57E-05	1.33E-05	6.07E-05	3.91E-05	8.54E-05	7.60E-05	4.31E-05	0	4.22E-05	4.59E-05	3.05E-05	5.30E-05	0	4.29E-05	0	4.12E-05	0	1.99E-05	3.33E-05	3.67E-05	2.91E-05	6.96E-05	N/A	N/A	10.0824	0.297929858	71	62	-1	71	707.1659	707.1659
"Feces,Blank"	5.31E-05	0.000630123	2.28E-05	1.91E-05	1.93E-05	8.20E-05	5.48E-05	9.68E-05	0.000138719	7.53E-05	0	7.90E-05	0	4.35E-05	9.81E-05	5.32E-05	6.62E-05	0	6.50E-05	0	6.96E-05	0.000127108	4.98E-05	1.78E-05	9.61E-05	N/A	N/A	5.3108	0.010565839	105	63	-1	105	406.2008	406.2008
"Feces,Blank,Food"	5.69E-05	0.00049294	2.43E-05	2.30E-05	2.28E-05	9.42E-05	5.62E-05	0.000102257	0.000142656	8.45E-05	3.33E-07	8.51E-05	4.33E-05	5.05E-05	0.000108986	6.26E-05	8.16E-05	1.50E-06	7.34E-05	0	8.37E-05	0.00013701	5.66E-05	2.42E-05	0.000112202	N/A	N/A	6.755	0.010938241	107	64	-1	107	201.2034	201.2034
"Feces,Blank"	7.86E-06	0.000361838	0	6.17E-06	4.15E-06	8.08E-05	1.53E-05	0	1.22E-05	3.55E-05	0	9.31E-05	0	5.52E-05	3.40E-05	1.93E-05	7.83E-05	0	5.04E-05	0	0	5.50E-05	0	1.73E-05	3.49E-05	N/A	N/A	4.8924	0.005264595	44	65	404	44	313.1607	313.1607
"Feces,Blank,Food"	0.000120774	0.000343414	6.66E-05	7.38E-05	7.81E-05	0.000344727	0.000110471	0.000489853	0.0004274	0.00020464	2.93E-05	0.000306364	3.40E-05	0.000153575	0.000235927	0.000139969	0.000233944	3.25E-05	0.000215873	2.99E-05	0.00010796	0.000264323	6.47E-05	4.98E-05	0.000198247	N/A	N/A	3.7146	0.023813505	140	66	3576	140	285.1303	285.1303
"Feces,Blank"	0	0.001208808	0	0	0	1.12E-05	0	0	0	4.61E-06	0	0	0	0	4.65E-06	6.78E-05	0	0	6.51E-06	0	0	0	0	0	1.45E-05	N/A	N/A	10.0513	0.005718114	6	67	-1	6	781.1832	781.1832
"Feces,Blank"	5.24E-05	0.000603773	2.23E-05	2.24E-05	2.33E-05	0.000101082	4.89E-05	0.000101857	0.000153588	8.78E-05	0	9.28E-05	4.02E-05	5.18E-05	0.000112552	6.49E-05	9.45E-05	0	7.65E-05	0	0.000101234	0.00013557	5.92E-05	1.71E-05	0.000117986	N/A	N/A	8.1154	0.011744621	106	68	-1	106	517.3689	517.3689
"Feces,Blank"	0	0.000290131	0	0	0	0	1.05E-05	0	0	7.09E-07	0	0	0	0	0	0	0	0	1.94E-06	0	0	0	0	0	0	N/A	N/A	5.2187	0.001330992	2	69	-1	2	364.1163	364.1163
"Feces,Blank,Food"	5.21E-05	0.000870019	1.70E-05	1.88E-05	1.83E-05	8.43E-05	5.24E-05	0.000111978	0.000142269	7.70E-05	1.71E-05	8.42E-05	3.25E-05	4.52E-05	9.93E-05	6.45E-05	7.33E-05	8.16E-06	6.73E-05	1.93E-05	7.81E-05	0.000124452	3.59E-05	2.16E-05	0.000100968	N/A	N/A	6.0121	0.012357171	142	70	742	142	603.3348	603.3348
"Feces,Blank"	0.000183991	0.000965987	0	0.000106027	0.000118965	0.000154587	0.000322425	0.000677373	0.001090334	0.000350692	0	0.000113677	0.000130006	9.18E-05	0.000503261	0.000105885	0.000299586	0	0.000211586	0	0.000630108	0.000868205	0.000210593	3.49E-05	0.000171419	N/A	N/A	2.5036	0.04065796	101	71	-1	101	259.1146	259.1146
"Feces,Blank"	8.89E-06	0.000299704	0	2.62E-05	2.42E-05	0.000178486	2.09E-05	0	3.26E-05	8.72E-05	0	0.000235556	0	7.90E-05	8.73E-05	7.26E-05	0.000161513	0	0.000108885	0	7.55E-05	0.000120595	6.72E-06	3.69E-05	0.000126874	N/A	N/A	3.2261	0.010368736	67	72	-1	67	255.1195	255.1195
"Feces,Blank,Food"	0.000121548	0.000223491	0	3.48E-05	3.98E-05	3.71E-05	0.000123149	0.000232628	0.000347651	0.000124963	1.83E-06	8.09E-05	7.84E-05	5.04E-05	0.000175021	0	9.25E-05	5.17E-07	8.07E-05	2.38E-06	0.000241819	0.000300137	8.57E-05	7.71E-06	6.41E-05	N/A	N/A	3.8845	0.01403062	82	73	-1	82	227.1745	227.1745
Feces	0	0	2.47E-05	1.26E-05	1.34E-05	1.21E-05	0	0	0	7.25E-06	0	4.37E-05	0	1.43E-05	1.71E-06	0	2.85E-05	0	1.33E-05	0	0	0	0	7.88E-06	0	N/A	N/A	5.4555	0.000754294	15	74	625	15	225.1841	225.1841
"Feces,Blank"	9.34E-06	0.000299107	0	1.24E-05	1.34E-05	3.44E-05	2.15E-05	0	5.23E-05	3.54E-05	0	1.65E-05	0	9.27E-06	4.49E-05	5.67E-05	3.71E-05	0	2.68E-05	0	8.55E-05	4.03E-05	7.10E-06	6.65E-06	7.57E-05	N/A	N/A	7.0484	0.004977725	45	75	437	45	1073.7541	537.3771
"Feces,Blank"	5.62E-05	0.000581212	1.92E-05	2.33E-05	2.36E-05	0.00012594	5.36E-05	0.000120354	0.000154731	0.000108375	0	0.00050292	3.73E-05	8.18E-05	0.000123071	7.01E-05	0.000105278	0	0.000119446	0	9.18E-05	0.000161472	4.81E-05	2.18E-05	0.000120474	N/A	N/A	4.9848	0.013789599	106	76	4440	106	230.2105	230.2105
"Feces,Blank,Food"	6.08E-05	0.00271208	2.33E-05	2.97E-05	3.03E-05	0.000115315	5.93E-05	0.000130974	0.00015417	9.38E-05	8.03E-05	8.90E-05	4.30E-05	7.02E-05	0.000120111	5.90E-05	7.86E-05	4.22E-05	7.98E-05	8.98E-05	0.00010957	0.000143577	6.29E-05	2.67E-05	0.000124757	N/A	N/A	6.0668	0.024248216	143	77	1111	143	371.3257	371.3257
"Feces,Blank,Food"	0.000460872	0.000992028	6.71E-05	9.05E-05	8.84E-05	0.000437622	0.000304535	0.000632077	0.000950602	0.000401933	5.41E-06	0.000317687	0.000610936	0.000193331	0.000532616	0.000250503	0.000296017	2.18E-05	0.000358509	7.87E-07	0.000123268	0.00053924	0.000291905	0.000102538	0.000509582	"Spectral_Match_to_9-Octadecenamide,_(Z)-_from_NIST14"	0.824425	8.5428	0.04629438	110	78	-1	110	282.2781	282.2781
"Feces,Blank"	7.39E-05	0.001327138	2.15E-05	3.20E-05	3.37E-05	0.000134933	0.000102579	0.000272669	0.000259991	0.000138376	0	0.000197626	5.43E-05	6.67E-05	0.00018872	0.000109357	0.000140146	0	0.000119454	0	0	0.000257158	4.80E-05	2.24E-05	0.000190361	N/A	N/A	9.1832	0.020142004	98	79	-1	98	507.1356	507.1356
"Feces,Blank,Food"	0.000223011	0.000264294	1.56E-05	1.39E-05	1.45E-05	0.000330351	8.13E-05	0.000348676	0.000117824	0.00012595	8.54E-07	0.000104692	5.60E-05	0.000153761	0.000104312	6.50E-05	0.000191315	3.85E-06	0.000195366	0	9.27E-05	0.000105181	7.51E-05	1.07E-05	7.52E-05	N/A	N/A	3.0165	0.014274807	98	80	437	98	416.2839	416.2839
"Feces,Blank"	5.76E-05	0.000341668	0	2.26E-05	2.35E-05	0.000128913	6.01E-05	0.000142149	0.000199941	0.000132639	0	0.000136295	6.24E-05	0.000158712	0.000179817	8.00E-05	0.000164975	0	0.000105322	0	0.00016938	0.000215535	9.22E-05	1.74E-05	0.000185735	N/A	N/A	3.8294	0.015274986	99	81	-1	99	267.1197	267.1197
"Feces,Blank"	1.79E-05	0.000226194	1.34E-05	2.33E-05	2.56E-05	5.22E-05	1.57E-05	8.17E-05	1.23E-05	2.94E-05	0	4.01E-05	0	1.08E-05	3.22E-05	1.76E-05	1.12E-05	0	2.67E-05	0	4.31E-05	5.54E-05	3.15E-05	1.03E-05	3.03E-05	N/A	N/A	3.8536	0.004035904	53	82	2275	53	260.221	260.221
"Feces,Blank,Food"	0	0.000374105	0	0	0	6.69E-06	0	0	0	1.02E-06	2.00E-07	1.31E-05	0	0	0	0	0	8.99E-07	2.80E-06	0	0	0	0	0	0	N/A	N/A	5.7266	0.001734595	4	83	-1	4	326.0912	326.0912
"Feces,Blank"	6.95E-05	0.000974187	1.97E-05	2.36E-05	2.38E-05	0.00011637	6.39E-05	0.000133185	0.000185637	0.000102701	0	0.000116997	4.17E-05	5.59E-05	0.000133248	8.16E-05	9.24E-05	0	8.87E-05	0	0.000113718	0.000167089	6.02E-05	2.25E-05	0.000137101	N/A	N/A	4.6305	0.014902394	105	84	-1	105	315.1766	315.1766
"Feces,Blank"	5.97E-06	0.000835501	0	9.28E-06	6.53E-06	0.000113919	7.90E-06	0	0.000143667	7.62E-05	0	0	0	5.84E-05	0.000107952	0	0.000104423	0	5.45E-05	0	0.000110514	0.000167737	2.69E-05	2.44E-05	9.89E-05	N/A	N/A	1.5373	0.011542007	56	85	2403	56	176.04	176.04
"Feces,Blank,Food"	0.000131087	0.006432831	4.38E-05	4.91E-05	5.00E-05	0.000228888	0.000126325	0.00039292	0.000424303	0.000215395	3.57E-05	0.000181456	9.26E-05	9.83E-05	0.000292767	0.000161148	0.000174661	1.48E-05	0.000168382	4.06E-05	0.000241872	0.000366083	0.00015021	4.44E-05	0.000291163	N/A	N/A	0.7706	0.051487604	142	86	-1	142	127.979	127.979
"Feces,Blank,Food"	5.58E-05	0.000601189	1.80E-05	2.65E-05	2.78E-05	8.90E-05	5.46E-05	0.000111446	0.000139165	8.11E-05	4.44E-07	9.01E-05	3.66E-05	4.89E-05	0.000103527	6.01E-05	6.96E-05	0	6.92E-05	6.15E-07	9.62E-05	0.000127212	5.63E-05	1.90E-05	0.00010537	N/A	N/A	6.8139	0.0110585	107	87	790	107	332.3298	332.3298
"Feces,Blank"	0	0.000249523	0	7.31E-06	5.34E-06	4.21E-05	0	0	0	1.22E-05	0	8.96E-05	0	3.88E-05	6.74E-06	0	1.84E-05	0	2.20E-05	0	0	8.01E-06	0	1.81E-05	0	N/A	N/A	4.5898	0.002350724	20	88	-1	20	274.1637	274.1637
"Feces,Blank"	5.21E-05	0.000543888	3.65E-05	2.24E-05	2.25E-05	9.06E-05	5.31E-05	0.000118167	0.000128386	7.79E-05	0	8.55E-05	3.94E-05	4.86E-05	9.75E-05	6.20E-05	7.71E-05	0	7.04E-05	0	8.53E-05	0.000124915	4.91E-05	2.16E-05	9.55E-05	N/A	N/A	5.534	0.010453702	106	89	844	106	244.2624	244.2624
"Feces,Blank,Food"	0.002846128	0.000250021	0.000402586	0.000741902	0.000773116	0.002914767	0.002098842	0.006502357	0.006790835	0.002926171	2.90E-07	0.002416637	0.001655386	0.001434788	0.003931464	0.001700859	0.002328461	1.30E-06	0.002459062	0	0.001553155	0.004619603	0.002361705	0.000570221	0.003351044	N/A	N/A	6.2392	0.305415617	106	90	-1	106	453.1643	453.1643
"Feces,Blank"	0	0.000255586	0	7.82E-06	6.36E-06	4.20E-05	0	0	0	1.64E-05	0	8.30E-05	0	3.66E-05	1.47E-05	0	2.58E-05	0	2.30E-05	0	0	2.05E-05	6.65E-06	1.58E-05	1.34E-05	N/A	N/A	4.5907	0.002818193	30	91	-1	30	221.1164	221.1164
"Feces,Blank,Food"	5.60E-06	0.000972027	2.18E-05	2.90E-06	3.43E-06	2.73E-05	2.22E-05	0	1.16E-05	1.07E-05	1.00E-05	2.31E-05	0	1.70E-05	7.06E-06	1.65E-05	1.66E-05	6.08E-06	1.91E-05	1.13E-05	0	7.97E-06	0	0	3.40E-06	N/A	N/A	5.0219	0.005676864	58	92	1155	58	415.232	415.232
"Feces,Blank"	7.79E-05	0.000295788	1.66E-05	3.86E-05	4.01E-05	0.00010258	7.86E-05	0.000198185	0.000246842	0.000115925	0	0.000122314	9.10E-05	8.84E-05	0.000155291	0	0.000114921	0	9.01E-05	0	0.000121762	0.00020754	4.25E-05	3.03E-05	0.000128754	N/A	N/A	4.3607	0.013337924	95	93	-1	95	339.1768	339.1768
"Feces,Blank,Food"	0.000740135	0.000648276	0.000140226	0.000433457	0.000462969	0.000630559	0.000334156	0.000625596	0.002196625	0.000776631	4.81E-05	0.00074728	0.000374586	0.000706389	0.001013557	0.000747856	0.000400974	2.19E-05	0.000550295	5.67E-05	0.001181888	0.000555998	0.000317847	0.000271141	0.001190571	N/A	N/A	0.6923	0.085255218	139	94	1459	139	128.0703	128.0703
"Feces,Blank"	4.42E-05	0.000268783	0	1.92E-05	1.95E-05	8.68E-05	4.83E-05	9.98E-05	0.000115521	7.48E-05	0	7.25E-05	0	3.69E-05	9.75E-05	5.43E-05	6.65E-05	0	6.25E-05	0	9.20E-05	0.000117973	3.35E-05	1.76E-05	0.000120664	N/A	N/A	7.0785	0.008941797	96	95	437	96	968.6755	484.8377
"Feces,Blank"	8.17E-05	0.000230333	0	2.54E-05	3.00E-05	6.22E-05	7.74E-05	0.000233414	0.000256312	0.000114921	0	0.000105454	7.31E-05	7.01E-05	0.000166548	0	9.51E-05	0	7.40E-05	0	0.000160462	0.000233288	7.26E-05	0	0.000134639	N/A	N/A	3.5734	0.012949897	92	96	2501	92	199.0959	199.0959
"Feces,Blank"	0.000131615	0.001709526	4.02E-05	4.13E-05	4.02E-05	0.000193416	0.000114922	0.000274765	0.000291435	0.000166454	0	0.000156403	0.000104345	0.000102736	0.000213341	0.000129272	0.000139837	0	0.000145963	0	0.00018688	0.000252647	0.000108056	4.72E-05	0.00021971	N/A	N/A	8.4241	0.024719131	107	97	437	107	394.3513	394.3513
"Feces,Blank,Food"	0.000363708	0.000971273	0.000109921	8.28E-05	7.77E-05	0.000195243	0.000236477	0.000158303	0.000485737	0.000254612	2.83E-05	0.000121561	5.24E-05	0.000126017	0.000332411	6.92E-05	0.000216813	5.48E-05	0.000223715	2.05E-05	9.38E-05	0.000452906	0.000296454	0.000110822	0.000274862	N/A	N/A	7.5822	0.031675945	142	98	-1	142	228.2317	228.2317
"Feces,Blank"	0	0.000279698	1.38E-05	4.55E-05	4.44E-05	3.53E-05	1.59E-05	0	0	1.56E-05	0	7.42E-05	0	2.51E-05	3.02E-06	2.52E-05	1.65E-05	0	2.32E-05	0	0	0	0	5.18E-05	0	N/A	N/A	4.9788	0.002837994	26	99	4653	26	253.1404	253.1404
Feces	5.02E-05	0	1.70E-05	1.90E-05	2.05E-05	8.25E-05	4.82E-05	0.00010136	0.00012229	7.55E-05	0	6.48E-05	0	4.66E-05	9.87E-05	4.79E-05	7.48E-05	0	6.37E-05	0	8.29E-05	0.000128445	4.00E-05	1.03E-05	0.00010665	N/A	N/A	4.8383	0.007850095	100	100	2184	100	180.174	180.174
"Feces,Blank"	3.96E-05	0.000229086	1.73E-05	1.72E-05	1.91E-05	6.24E-05	2.90E-05	0	9.21E-05	6.07E-05	0	8.47E-05	4.51E-05	4.73E-05	7.61E-05	3.10E-05	6.34E-05	0	5.12E-05	0	0.000114148	0.000123195	2.54E-05	6.69E-06	6.33E-05	N/A	N/A	3.9855	0.007309912	81	101	625	81	169.1218	169.1218
"Feces,Blank"	8.13E-05	0.000343246	0.000322473	1.04E-05	1.23E-05	0	6.82E-05	0.000131379	0.000233245	5.95E-05	0	0	0	0	8.37E-05	4.50E-05	4.80E-06	0	3.94E-05	0	0.000124629	0.000145522	5.94E-05	0	0	N/A	N/A	0.7199	0.007679584	44	102	1179	44	262.0365	262.0365
"Feces,Blank,Food"	8.83E-05	0.004661134	3.14E-05	3.50E-05	3.58E-05	0.000136545	8.70E-05	0.000171692	0.000217126	0.000124497	0.000140427	0.000132148	7.59E-05	8.05E-05	0.000158492	9.73E-05	0.000111589	6.78E-05	0.000108109	0.000158565	0.000153324	0.000191181	7.87E-05	3.04E-05	0.000161146	N/A	N/A	5.3643	0.037940872	143	103	-1	143	240.2314	240.2314
"Feces,Food"	9.74E-05	0	0	9.80E-06	1.03E-05	5.20E-05	1.19E-05	0.000193629	1.39E-05	2.36E-05	1.95E-06	2.23E-05	3.15E-05	0	1.83E-05	0	7.51E-06	8.76E-06	3.72E-05	0	0	1.67E-05	5.53E-05	6.97E-06	5.31E-06	N/A	N/A	3.3825	0.002525616	33	104	437	33	564.357	564.357
"Feces,Blank"	0.000108255	0.000442446	3.27E-05	4.24E-05	4.07E-05	0.000125196	8.95E-05	0.000212366	0.000185193	0.000134203	0	0.000109616	5.75E-05	9.97E-05	0.000174947	7.22E-05	0.000132285	0	0.000110535	0	0.000152522	0.000207079	7.29E-05	5.20E-05	0.000208815	N/A	N/A	5.3475	0.015874347	106	105	-1	106	435.2335	435.2335
"Feces,Blank"	5.62E-05	0.00060041	1.98E-05	2.23E-05	2.27E-05	9.94E-05	4.84E-05	9.43E-05	0.000148388	8.40E-05	0	8.07E-05	3.37E-05	4.93E-05	0.000110323	6.03E-05	7.25E-05	0	7.08E-05	0	8.01E-05	0.00014116	4.92E-05	2.05E-05	0.000114006	N/A	N/A	5.4565	0.011337758	106	106	844	106	244.2624	244.2624
Feces	0	0	0	2.54E-06	3.00E-06	3.55E-05	9.75E-06	0	0	7.50E-06	0	5.75E-05	0	5.57E-06	3.03E-06	0	0	0	1.57E-05	0	0	9.10E-06	0	0	0	N/A	N/A	4.1909	0.000780171	11	107	-1	11	362.1545	181.5773
"Feces,Blank,Food"	9.41E-05	0.000226978	7.72E-05	2.60E-05	2.62E-05	4.66E-05	7.84E-05	0.00013052	0.000199077	0.000102906	2.32E-06	6.53E-05	4.15E-05	4.07E-05	0.000154307	0	4.12E-05	9.33E-06	5.99E-05	3.38E-07	0.000124463	0.000232113	4.36E-05	2.48E-05	0.000154455	cyclo(L-Val-L-Pro)	0.784187	2.9213	0.011769206	91	108	368	91	197.1279	197.1279
"Feces,Blank,Food"	7.86E-05	0.002719824	2.58E-05	4.39E-05	4.50E-05	0.000117347	7.94E-05	0.000118329	0.000171387	0.000111343	5.28E-05	0.000129126	4.14E-05	7.27E-05	0.000132634	8.14E-05	8.28E-05	2.27E-05	9.26E-05	6.04E-05	0.000286419	0.000158265	7.14E-05	3.82E-05	0.000140638	N/A	N/A	6.3088	0.025166802	143	109	790	143	304.2988	304.2988
"Feces,Blank,Food"	7.78E-05	0.000295641	0	3.61E-05	3.57E-05	0.000111606	8.60E-05	0.000197564	0.000282604	0.000134022	1.64E-07	0.000133375	5.08E-05	7.57E-05	0.000182606	7.41E-05	0.000133189	7.39E-07	0.000102017	0	0.000154218	0.000266958	6.60E-05	3.78E-05	0.000147899	N/A	N/A	2.4433	0.015225313	97	110	-1	97	221.1014	221.1014
"Feces,Blank,Food"	7.08E-05	0.000841267	3.19E-05	2.21E-05	2.06E-05	9.43E-05	7.16E-05	0.000156474	0.000175549	0.000101189	1.26E-05	0.000110307	7.04E-05	5.28E-05	0.000130081	8.72E-05	0.000108445	6.56E-06	8.80E-05	1.42E-05	0.000128938	0.000150665	5.75E-05	3.03E-05	0.00014435	N/A	N/A	8.0436	0.014601527	136	111	437	136	468.388	468.388
"Feces,Blank"	8.81E-05	0.00039534	0	1.44E-05	1.70E-05	6.86E-05	5.98E-05	9.85E-05	8.39E-05	4.84E-05	0	8.33E-05	0	3.91E-05	3.14E-05	0.000243125	6.83E-05	0	7.90E-05	0	9.18E-05	4.02E-05	8.53E-06	0	0	N/A	N/A	2.5982	0.006748898	60	112	-1	60	275.1093	275.1093
"Feces,Blank,Food"	6.18E-06	0.000340068	0	1.76E-06	2.08E-06	8.32E-06	4.88E-06	0	1.23E-05	7.78E-06	3.46E-07	0	2.94E-05	5.45E-06	1.04E-05	0	1.33E-05	0	7.02E-06	4.79E-07	0	1.87E-05	7.24E-06	0	5.02E-06	N/A	N/A	7.3601	0.002295026	18	113	235	18	277.1789	277.1789
"Feces,Blank"	4.07E-05	0.0005107	0	1.96E-05	1.93E-05	0.000101493	4.27E-05	0.000106475	0.000100954	8.60E-05	0	0.000153795	0	9.61E-05	0.000109254	3.69E-05	8.67E-05	0	7.44E-05	0	0.000133585	0.000147593	1.17E-05	2.09E-05	0.000124677	N/A	N/A	3.6277	0.011158395	78	114	3690	78	215.1271	215.1271
"Feces,Blank"	0.000789592	0.00060552	0	0.000304962	0.000355813	5.68E-05	0.000990532	0.002576264	0.003564724	0.001021337	0	0.000113662	0.000490763	0.000148713	0.00157459	0	0.000642564	0	0.000487106	0	0.001671663	0.002728135	0.000708886	2.53E-05	0.000452637	N/A	N/A	2.1949	0.108842926	81	115	438	81	246.1023	246.1023
"Feces,Food"	0.027640835	0	0.002676952	0.007023989	0.007563333	0.016151709	0.015790374	0.076445622	0.062425265	0.021433752	2.66E-06	0.010540136	0.023412463	0.008435611	0.030178506	0.007787976	0.011913308	7.13E-06	0.016071456	1.48E-06	0.006052569	0.029618483	0.031608546	0.004057602	0.019748026	"NCGC00347704-02_C24H32O7_2H-Oxireno[1,10a]phenanthro[3,2-b]furan-10(11bH)-one,_5,7-bis(acetyloxy)-3,3a,4,5,6,7,7a,7b,8,8a-decahydro-4,4,7a,11-tetramethyl-,_(1aS,3aR,5S,7S,7aR,7bS,8aR,11bR)-"	0.902691	6.237	2.229205852	114	116	800	114	415.2098	415.2098
Feces	2.42E-05	0	1.77E-05	7.00E-06	6.77E-06	1.73E-05	3.73E-05	0	1.41E-05	1.55E-05	0	3.96E-05	0	1.04E-05	1.08E-05	4.12E-05	1.96E-05	0	2.58E-05	0	0	7.55E-06	7.04E-06	8.26E-06	1.44E-05	N/A	N/A	5.4193	0.001608869	34	117	-1	34	575.4969	575.4969
"Feces,Blank"	0.002954132	0.000517394	2.45E-05	0.002503109	0.002507719	0.000470451	0.004445454	0.000318969	0.000339314	0.001046404	0	0.000548919	0.000141614	0.000202319	0.000269475	0.000407749	0.000418514	0	0.001640432	0	0.000158453	0.000304223	0.000165438	0.002477755	0.000268917	N/A	N/A	0.6923	0.111068019	105	118	-1	105	101.0594	101.0594
"Feces,Blank,Food"	0.000205602	0.001242959	0.000298464	8.31E-05	8.16E-05	0.000547109	0.000137161	0.000315752	0.000690127	0.000971364	0.000577142	0.001769021	0.000344406	0.001268392	0.000650311	0.000497009	0.006523255	0.000250399	0.001754106	0.000660218	0.000256715	0.000433424	0.000987067	9.12E-05	0.000509636	N/A	N/A	6.2847	0.126112956	142	119	224	142	258.2784	258.2784
"Feces,Blank"	0.000111138	0.000424794	1.68E-05	2.35E-05	2.57E-05	0.000107448	0.000104512	0	0.000230746	9.24E-05	0	0.000169667	0	4.90E-05	8.95E-05	4.13E-05	0.000138202	0	0.000113107	0	0.000176627	0.000176084	9.28E-06	1.10E-05	0	N/A	N/A	4.4629	0.011449323	70	120	790	70	327.1764	327.1764
"Feces,Blank"	4.93E-05	0.000231199	1.69E-05	2.14E-05	1.85E-05	8.07E-05	5.87E-05	8.91E-05	9.89E-05	6.97E-05	0	6.40E-05	0	5.03E-05	8.49E-05	3.86E-05	8.04E-05	0	6.56E-05	0	7.76E-05	0.000104265	3.34E-05	3.69E-05	9.62E-05	N/A	N/A	6.0652	0.008248524	98	121	-1	98	359.1812	359.1812
"Feces,Blank"	8.68E-05	0.001116436	3.96E-05	3.84E-05	3.74E-05	0.000178494	0.000104163	0.000244088	0.000208471	0.000143983	0	0.000112638	6.86E-05	9.12E-05	0.000186697	9.36E-05	0.000119415	0	0.000122159	0	0.000165929	0.000239458	8.85E-05	4.40E-05	0.000203208	N/A	N/A	5.3339	0.019812171	104	122	-1	104	202.1793	202.1793
"Feces,Blank,Food"	5.40E-05	0.000248669	2.09E-05	1.84E-05	2.03E-05	0.000115028	5.61E-05	0.000116656	0.000156557	9.09E-05	3.94E-07	8.43E-05	6.12E-05	8.13E-05	0.000122093	0	7.65E-05	0	7.39E-05	5.46E-07	0.000100274	0.000152985	5.55E-05	7.90E-06	0.000120016	N/A	N/A	3.9329	0.010542632	101	123	-1	101	161.0957	161.0957
"Feces,Blank"	0	0.000223696	0	1.02E-06	1.21E-06	1.57E-05	0	0	0	4.32E-06	0	4.30E-05	0	4.75E-06	5.70E-07	0	1.53E-05	0	1.07E-05	0	0	0	0	0	0	N/A	N/A	3.7302	0.001419002	10	124	-1	10	267.0619	267.0619
"Feces,Blank"	3.27E-05	0.000361117	0	9.26E-06	9.57E-06	7.05E-05	1.74E-05	0	2.65E-05	3.36E-05	0	0.000126098	0	5.79E-05	2.17E-05	0	9.46E-05	0	5.77E-05	0	3.44E-05	4.04E-05	0	7.55E-06	0	N/A	N/A	4.6747	0.005064375	35	125	-1	35	313.1609	313.1609
