row ID	row m/z	row retention time	2019-01-14-inj-42.mzML Peak area	2019-02-10-inj-221.mzML Peak area	2019-01-17-inj-94.mzML Peak area	2019-01-28-inj-207.mzML Peak area	2019-01-15-inj-58.mzML Peak area	2019-02-13-inj-235.mzML Peak area	2019-01-21-inj-162.mzML Peak area	2019-01-21-inj-135.mzML Peak area	2019-01-28-inj-213.mzML Peak area	2019-01-16-inj-83.mzML Peak area	2019-01-14-inj-31.mzML Peak area	2019-01-21-inj-120.mzML Peak area	2019-01-28-inj-206.mzML Peak area	2019-01-21-inj-124.mzML Peak area	2019-01-21-inj-146.mzML Peak area	2019-01-15-inj-70.mzML Peak area	2019-02-13-inj-236.mzML Peak area	2019-01-17-inj-104.mzML Peak area	2019-01-13-inj-5.mzML Peak area	2019-02-10-inj-222.mzML Peak area	2019-01-23-inj-198.mzML Peak area	2019-01-13-inj-4.mzML Peak area	2019-02-10-inj-223.mzML Peak area	2019-01-23-inj-185.mzML Peak area	2019-02-10-inj-227.mzML Peak area	2019-01-23-inj-181.mzML Peak area	2019-02-13-inj-237.mzML Peak area	2019-01-15-inj-75.mzML Peak area	2019-01-13-inj-12.mzML Peak area	2019-01-21-inj-145.mzML Peak area	2019-01-13-inj-23.mzML Peak area	2019-01-13-inj-7.mzML Peak area	2019-01-14-inj-38.mzML Peak area	2019-01-23-inj-170.mzML Peak area	2019-01-13-inj-27.mzML Peak area	2019-01-17-inj-111.mzML Peak area	2019-01-15-inj-71.mzML Peak area	2019-01-13-inj-16.mzML Peak area	2019-01-17-inj-109.mzML Peak area	2019-01-15-inj-69.mzML Peak area	2019-01-28-inj-211.mzML Peak area	2019-01-15-inj-65.mzML Peak area	2019-01-17-inj-105.mzML Peak area	2019-01-28-inj-209.mzML Peak area	2019-01-21-inj-137.mzML Peak area	2019-01-15-inj-61.mzML Peak area	2019-01-14-inj-34.mzML Peak area	2019-01-21-inj-133.mzML Peak area	2019-01-15-inj-79.mzML Peak area	2019-01-16-inj-86.mzML Peak area	2019-01-28-inj-210.mzML Peak area	2019-01-15-inj-64.mzML Peak area	2019-01-21-inj-136.mzML Peak area	2019-01-14-inj-53.mzML Peak area	2019-01-17-inj-100.mzML Peak area	2019-01-14-inj-35.mzML Peak area	2019-01-15-inj-60.mzML Peak area	2019-01-21-inj-132.mzML Peak area	2019-01-15-inj-78.mzML Peak area	2019-01-16-inj-87.mzML Peak area	2019-01-15-inj-74.mzML Peak area	2019-01-21-inj-144.mzML Peak area	2019-01-17-inj-95.mzML Peak area	2019-01-13-inj-13.mzML Peak area	2019-01-13-inj-22.mzML Peak area	2019-01-13-inj-6.mzML Peak area	2019-01-17-inj-114.mzML Peak area	2019-01-23-inj-171.mzML Peak area	2019-02-10-inj-226.mzML Peak area	2019-01-14-inj-43.mzML Peak area	2019-01-21-inj-126.mzML Peak area	2019-01-13-inj-26.mzML Peak area	2019-01-21-inj-140.mzML Peak area	2019-01-15-inj-59.mzML Peak area	2019-01-14-inj-47.mzML Peak area	2019-01-17-inj-108.mzML Peak area	2019-01-15-inj-68.mzML Peak area	2019-01-15-inj-66.mzML Peak area	2019-01-28-inj-212.mzML Peak area	2019-01-17-inj-106.mzML Peak area	2019-01-14-inj-49.mzML Peak area	2019-01-13-inj-19.mzML Peak area	2019-01-14-inj-51.mzML Peak area	2019-01-21-inj-134.mzML Peak area	2019-01-17-inj-102.mzML Peak area	2019-01-21-inj-128.mzML Peak area	2019-01-15-inj-62.mzML Peak area	2019-01-14-inj-37.mzML Peak area	2019-01-21-inj-130.mzML Peak area	2019-01-13-inj-8.mzML Peak area	2019-01-16-inj-85.mzML Peak area	2019-01-13-inj-11.mzML Peak area	2019-02-13-inj-238.mzML Peak area	2019-01-15-inj-76.mzML Peak area	2019-01-13-inj-20.mzML Peak area	2019-01-14-inj-41.mzML Peak area	2019-01-17-inj-112.mzML Peak area	2019-01-13-inj-24.mzML Peak area	2019-01-21-inj-138.mzML Peak area	2019-01-13-inj-15.mzML Peak area	2019-01-21-inj-142.mzML Peak area	2019-01-15-inj-72.mzML Peak area	2019-01-14-inj-45.mzML Peak area	2019-01-16-inj-88.mzML Peak area	2019-01-13-inj-10.mzML Peak area	2019-01-15-inj-77.mzML Peak area	2019-01-13-inj-21.mzML Peak area	2019-02-10-inj-225.mzML Peak area	2019-01-21-inj-125.mzML Peak area	2019-01-21-inj-139.mzML Peak area	2019-01-13-inj-25.mzML Peak area	2019-01-21-inj-143.mzML Peak area	2019-01-13-inj-14.mzML Peak area	2019-01-15-inj-73.mzML Peak area	2019-01-14-inj-44.mzML Peak area	2019-01-14-inj-32.mzML Peak area	2019-01-15-inj-67.mzML Peak area	2019-01-17-inj-107.mzML Peak area	2019-01-14-inj-48.mzML Peak area	2019-01-13-inj-18.mzML Peak area	2019-01-21-inj-129.mzML Peak area	2019-01-17-inj-103.mzML Peak area	2019-01-14-inj-36.mzML Peak area	2019-01-15-inj-63.mzML Peak area	2019-01-14-inj-54.mzML Peak area	2019-01-13-inj-9.mzML Peak area	2019-01-21-inj-131.mzML Peak area	2019-01-16-inj-84.mzML Peak area	2019-01-21-inj-165.mzML Peak area	2019-01-23-inj-190.mzML Peak area	2019-01-21-inj-154.mzML Peak area	2019-01-23-inj-179.mzML Peak area	2019-01-23-inj-188.mzML Peak area	2019-01-23-inj-194.mzML Peak area	2019-01-21-inj-150.mzML Peak area	2019-01-21-inj-161.mzML Peak area	2019-01-23-inj-180.mzML Peak area	2019-01-21-inj-158.mzML Peak area	2019-01-23-inj-175.mzML Peak area	2019-01-21-inj-159.mzML Peak area	2019-01-23-inj-174.mzML Peak area	2019-01-21-inj-164.mzML Peak area	2019-01-21-inj-155.mzML Peak area	2019-01-23-inj-191.mzML Peak area	2019-01-23-inj-178.mzML Peak area	2019-01-23-inj-189.mzML Peak area	2019-01-21-inj-151.mzML Peak area	2019-01-23-inj-195.mzML Peak area	2019-01-21-inj-160.mzML Peak area	2019-01-23-inj-172.mzML Peak area	2019-01-23-inj-187.mzML Peak area	2019-01-23-inj-176.mzML Peak area	2019-01-23-inj-193.mzML Peak area	2019-01-21-inj-157.mzML Peak area	2019-01-23-inj-197.mzML Peak area	2019-01-21-inj-153.mzML Peak area	2019-01-21-inj-156.mzML Peak area	2019-01-23-inj-192.mzML Peak area	2019-01-21-inj-152.mzML Peak area	2019-01-23-inj-196.mzML Peak area	2019-01-21-inj-163.mzML Peak area	2019-01-23-inj-173.mzML Peak area	2019-01-23-inj-186.mzML Peak area	2019-01-23-inj-177.mzML Peak area	2019-01-14-inj-29.mzML Peak area	2019-01-28-inj-203.mzML Peak area	2019-01-23-inj-183.mzML Peak area	2019-02-10-inj-220.mzML Peak area	2019-01-13-inj-1.mzML Peak area	2019-02-13-inj-234.mzML Peak area	2019-01-21-inj-122.mzML Peak area	2019-01-21-inj-148.mzML Peak area	2019-01-15-inj-56.mzML Peak area	2019-01-16-inj-81.mzML Peak area
1096	0	43.47	7048.862617	0	56288.04512	7371.663481	7797.471854	686.1404266	13926.60084	19135.1356	57318.31994	0	2780.234158	20225.32007	61754.30715	1008.112001	105569.1127	13056.37403	1192.837706	58667.86766	6045.251835	983.3588348	9164.501848	1837.319918	940.8534217	70322.43807	0	23870.87552	0	25576.4471	5903.536441	6351.450253	5961.073194	5038.098283	6737.136294	12687.70461	11307.00068	38374.77559	38623.9007	15400.15349	19511.6191	7379.338472	4288.928982	19671.41945	7986.660891	3220.880572	18961.82455	10675.13094	15792.61733	22856.55169	16830.24719	27573.49932	18927.06289	6063.375319	25044.38857	18507.66418	0	2150.750153	13544.72981	10365.64534	73172.6538	16526.24228	5938.021302	29953.99576	27065.17212	9263.583429	15750.21398	0	92.82805588	22250.19892	3904.875115	21155.63698	43170.13632	3371.637039	6203.594222	41105.87062	49112.81254	7983.269509	34656.72695	14956.06641	26096.89342	2927.425907	36488.66743	26360.09652	7370.961305	9583.137977	2285.372053	10117.89871	26733.19956	13232.04397	31204.72808	0	18635.21741	7194.773905	813.3828868	0	12428.35284	2545.496903	15489.33948	14256.39355	53031.0666	7243.769584	9726.519226	28663.94781	1368.293372	22615.3374	12122.35867	4517.975095	8612.810872	0	0	31342.35886	21223.02924	66662.79985	3883.527806	65941.05801	9906.086776	1103.136855	3391.672508	38604.83905	23207.65837	1415.145473	11546.86164	14432.46229	3526.763735	29928.75553	3272.545692	1708.052631	30889.76439	50786.20559	7138.039458	32542.75786	0	41682.3338	11596.45501	87218.41935	11593.08278	71296.88841	75414.79683	5887.049563	17539.86189	16640.60416	64.96702244	90179.15366	20320.2466	100825.7771	58965.84972	39316.2798	39198.70265	29631.55453	7664.551444	4722.933541	51755.46816	0	31096.28416	18209.70795	41704.17518	4823.797664	19829.75899	11636.66142	15224.76346	15901.30296	6747.797468	9312.20727	0	196899.7477	19742.27126	3725.854773	9118.200755	3335.544289	4095.658912	0	13538.5697	64899.47861	21110.13774	4433.04093
1097	0	43.47	2966.904524	0	2728.608132	0	0	0	0	0	0	596.6613701	0	0	0	0	0	4004.605842	0	0	2613.860192	0	0	0	0	0	0	8847.610223	0	0	0	0	115.048224	0	5305.377611	5520.540353	0	2270.464602	0	0	0	0	12891.45837	26396.81839	25844.38019	4.416435155	4075.102625	0	0	22158.14941	1067.387442	0	0	3290.407012	0	0	0	0	0	3183.065636	3686.219705	1901.377973	0	0	4772.560994	0	0	8785.389871	1743.251386	0	0	7883.966162	7896.08292	0	0	0	0	3623.113153	0	0	782.0781402	0	5351.659922	1778.651582	66.79373326	4392.757231	0	0	0	0	0	1682.822996	3133.237836	1894.914871	0	0	0	0	0	0	8894.099843	0	15447.9562	2275.824366	2695.714567	5949.55458	0	907.685086	0	0	5736.212043	0	0	0	0	0	0	2500.068612	30.30694447	0	0	0	7318.81419	0	0	2037.863201	6422.902485	0	0	8490.196831	0	0	1719.516357	5597.650187	0	0	17763.2058	6236.468438	1528.682799	0	8944.774592	0	0	0	4356.397773	9546.712635	0	0	0	0	0	0	0	544372.0621	5081.626663	0	0	3017.47809	0	2488.033866	186433.2859	0	0	0	9572.292892	0	0	344.9091609	0	0	0	0	0	23283.921	0	3233.673295
1098	0	43.47	1132.973938	0	0	8200.125861	2476.96427	0	9958.410876	61.89060473	18710.62046	0	0	0	0	0	0	0	0	16054.7416	245.8105602	0	3925.729219	2257.776774	0	0	0	579.3648499	0	0	0	12715.17135	310.2190799	0	696.117246	1.736575525	0	3671.273475	0	647.6035595	0	2391.032047	20969.77759	14981.92225	2402.278454	0	925.7342947	2949.009935	0	20354.14747	3397.756452	0	0	0	14794.83614	0	8467.383392	0	540.1767561	384.0269751	0	0	0	0	0	3071.255795	6022.296291	6477.073157	0	9822.973609	0	0	3096.319521	0	7616.789282	0	1397.694219	0	20385.63794	0	1044.129498	9481.400738	2523.84475	0	0	0	0	10324.06431	0	0	6645.318864	0	0	5237.331431	0	16737.46608	179.6781702	0	16917.97817	3241.243618	9333.654026	157.3138585	5344.538526	0	258.6497904	0	3146.416568	0	501.5280066	0	602.0904803	17825.24461	5841.851823	14285.66085	287.7375862	0	0	0	0	0	442.1101208	926.7941371	0	0	0	17342.92919	2474.118149	0	7020.83845	0	0	0	0	9213.651967	3481.779611	0	1203.54718	4417.831849	17730.91467	0	0	0	7038.488252	7951.03044	3708.643735	2111.464149	0	0	0	321.7098129	0	8661.529451	0	0	0	12757.86561	0	10371.49448	20057.48701	84.31513632	77920.03378	631.9944512	0	0	500551.2767	0	0	559.2983548	6291.479854	0	0	0	3149.114776	0	0	1096.66958
1099	0	43.55	7.678829547	10.83806018	10.76166609	271.9912974	88.27141776	0.082665962	136.9382467	206.8259618	80.64630417	94.34151334	26.54738487	180.1756184	207.8405041	1.427071853	0.918489307	74.62288643	0	20.21310401	0.306199667	0.06199883	135.0443249	3.690946729	0.030491894	68.29887521	0.044256495	66.82759313	0.098098834	117.3297751	0.547634319	53.75575198	49.00424613	0.110916079	0.959156314	1.25706996	96.06580562	12.96751257	0.662949922	61.11083309	111.9026552	14.8758224	98.87246461	9.384565299	103.890974	18.22211143	0.495436279	70.3778173	0.575657243	0.18130505	36.65809264	78.98527435	153.4354545	83.90836827	26.46268708	6.030313957	89.40035343	0.295096241	70.57056702	285.8666199	48.62460792	73.09258903	29.5591021	34.40135105	56.38430886	0.107554082	0.344071477	4.609677428	16.6013	105.3201975	3.154115885	0.137295472	111.6798769	46.08138612	1.600381366	91.92328719	34.50632031	1.208185504	0.277302658	59.56640104	188.7317441	85.35817624	31.43146695	32.4310589	0.302900199	13.92108791	105.4250057	0.746623675	45.46549493	95.48975367	114.9893387	0.413580358	0.309081623	113.4557659	0	17.21977802	88.22381571	26.7711433	32.89611456	12.83535788	36.64871793	17.21202414	15.21552068	0.372242067	98.296287	142.0671751	9.262592806	141.654664	15.10550687	0.064086609	131.559884	39.74072843	0.390876556	25.12318718	0.426713454	17.33280947	45.08667066	0.498194009	42.76275067	81.69717724	26.22287366	46.08976217	76.97309053	80.74003669	83.08356521	58.42302432	44.06725316	6.518033296	26.96933726	59.062361	140.2355502	1.014855366	0.383515888	1.355443442	68.7534214	0.355452986	43.87728194	225.6853387	55.70154131	160.1836283	70.99889043	0.550597796	160.7130565	0.709006124	66.86380729	0.711630091	86.70999067	23.03513433	67.69166992	119.0867083	13.14227976	1.224038551	121.6703425	5528.664946	1.626564745	133.2458642	1.649383746	1.673337512	350.5190438	13.68359643	2708.286443	234.3642853	78.31395108	0.891075101	1642412.916	18.88145474	0.106589356	26.92836813	0.987636874	0.006817884	0.205536525	0	1.257287614	49.08376751	14.01191271	0.165925657
1100	0	43.61	16606.63664	6173.22986	27170.64082	70669.46472	43879.56315	4273.114836	71419.74125	62334.53029	8645.572854	13423.77676	44868.37859	92032.81398	60351.99435	24166.0539	57090.17425	5831.237234	6192.611562	51040.16306	12693.69783	3088.854715	56207.76939	10832.78005	8767.371254	24654.00636	1424.343823	38385.29469	2288.295489	24067.47763	4419.827605	61719.44386	27081.2284	33602.08751	26140.28844	82632.58289	32638.03776	29700.00986	19215.41202	15370.38403	32279.36193	35191.04487	56612.0867	29213.88746	117006.6202	93307.85814	55159.57895	16650.36043	17637.30476	130629.6952	24776.62698	72534.62666	68660.78612	71372.74015	45352.19434	61993.4079	55970.4231	33120.4494	28480.69617	115558.4568	56464.49822	1528.302695	60441.35949	100343.4903	78176.79478	17912.48183	36750.67942	31007.52004	88346.24738	38165.57581	1637.024653	49246.7788	93689.1871	7557.271921	36251.97833	38746.91218	20734.05096	33682.9988	30269.89864	70646.67958	12360.43908	49339.40175	15907.38553	27538.37601	21292.42861	118517.8842	36981.3228	79215.38445	45196.57712	41342.72551	54789.15489	31847.51442	53716.0901	32344.53184	7662.187568	34274.987	26657.85107	8399.516678	40551.79412	31718.24476	155528.3795	18133.76066	114757.9716	21573.82553	46657.05949	35867.94714	41300.55049	77210.56914	38849.1268	12344.55647	63602.7495	23346.97955	39187.01994	90406.98253	5457.036187	61433.86399	14089.96417	37920.18173	25751.3334	42862.57185	16427.92856	24506.3559	19796.6565	27103.02704	19790.4044	28388.14291	34461.88134	924.89357	20682.87578	22313.98579	150999.6204	85651.50988	60772.14519	57255.69162	91888.41407	93965.47112	45309.65872	46115.58268	110901.7199	101886.5603	20904.11287	85789.23505	27041.79382	129198.0356	95087.85743	121515.544	4317.754666	103483.5842	52436.52891	16563.21409	136209.6575	38045.49267	111167.3777	0	32541.05817	17135.85347	34072.94971	17457.97241	89526.77048	55340.56832	57687.74576	31630.67708	84743.49637	149772.7112	0	99246.94678	29251.82715	30600.11029	52948.81844	3358.489817	5049.966671	9.441241939	32933.40226	29500.38171	27480.98983	52665.81378
1101	0	43.61	494.6093923	0	0	0	0	0	0	0	7895.61744	2913.508224	0	242.8175354	0	0	5207.49626	178.9781755	0	0	0	0	0	0	0	4422.063118	0	2178.79962	363.6010044	0	1141.220424	5554.377538	3656.815289	885.8321865	0	4881.528388	2199.220111	19861.73065	2974.355156	0	3875.73078	1689.837086	14968.43663	0	0	0	1324.228324	873.8493415	0	0	2884.347598	0	0	516.5090798	4389.001561	0	728.0133008	0	0	0	1322.528978	57.78790517	546.3244594	0	0	15733.10633	9402.368965	654.054827	0	193.5811385	0	346.0948832	7274.510057	0	67.0814582	0	1138.35506	0	8092.701929	69.21027876	4582.407215	11044.13191	2392.020854	1619.252455	5179.560881	0	0	0	0	837.4753451	5462.629835	7672.185633	1286.299284	6465.777708	55.25694085	1204.900919	0	0	1455.043152	2372.1287	0	0	0	6793.954737	0	7998.78643	0	1557.855861	0	0	3579.15125	1431.309324	0	2235.358443	0	6168.333987	4931.926051	635.2493108	760.3063483	0	2161.984345	0	0	1664.572798	13664.98033	0	4020.976914	2271.025108	4570.369664	23579.55207	0	0	0	7701.573744	0	5725.878989	229.5942398	5913.80997	0	0	10323.85426	1777.515738	936.4233853	3394.57411	0	0	1350.767196	0	6999.35791	42.09955946	0	0	0	1578616.376	0	2662.952866	0	0	0	0	832517.1799	0	32992.11447	2509.673282	1438874.003	0	0	0	5765.025248	163.4679386	0	268.9758977	0	7322.948529	559.1952219	0
1102	0	43.68	25105.04961	910.7139127	14902.18795	48031.09815	12996.45098	7023.524425	23705.71798	65602.00567	113709.8616	72363.29366	13893.06119	42961.42786	22410.73658	29926.34144	35726.75005	19907.78713	3655.618591	44369.92579	8804.425965	5816.7325	18094.43916	2439.843703	1476.104009	104681.1739	7957.021456	42697.0963	1448.153121	26058.40316	31538.77108	33676.37974	33669.62701	19730.20981	23391.02774	73395.32795	12624.58793	40163.87249	69505.08251	34926.23463	68643.2744	44895.98011	184932.403	37437.20701	20771.03806	31482.67323	102360.7329	23732.48693	18002.42795	71591.55817	78803.57824	11764.76012	131378.391	11742.22476	61235.21478	9857.008939	36877.65779	41340.21567	10731.82878	57463.67281	27105.92386	64382.2207	57150.6089	42177.85091	20834.06622	12090.26737	13747.70517	7081.966012	49792.82179	69660.73583	3103.190167	14606.273	12251.59143	39675.96493	105420.4044	68354.1465	47107.88762	154993.4113	47314.51166	18794.33882	141970.8705	41281.51379	25058.61682	23418.55799	46247.41612	27158.21325	24219.64756	68203.31391	17377.90235	40442.12231	83366.84594	10799.7452	97777.31768	10571.82693	874.8723326	29976.76659	11482.05662	15772.29318	57951.23072	14921.17283	85206.88969	31681.15405	47931.45724	80164.6517	8754.708195	59972.03187	17523.91705	44792.01483	8752.45668	7055.632386	56474.28439	38180.17945	4239.648163	41341.89378	28634.69937	23973.17749	68712.20029	21226.77364	34826.38745	81532.19252	86204.6481	28771.98636	221475.3078	16917.72873	53735.39683	44580.89276	24203.38763	33699.4926	19003.18166	55149.92979	17474.83934	80910.47129	41936.97404	83612.43847	51562.94043	48026.76035	98338.93251	121863.5263	56045.88336	27314.18651	79826.6389	241837.9648	33940.13496	51182.52026	35161.77994	27756.18697	68445.9658	52882.97126	46717.56191	124349.765	46092.27472	0	64697.78878	11386.60718	54002.19739	39580.33778	66127.12004	15660.82312	7873.804001	53747.7336	6824.229351	60972.19588	67749.66909	20935.42247	10118.30779	66238.39222	20689.09078	22059.98869	78740.32488	4321.38282	9741.200879	4413.713958	43009.8652	35729.44732	5429.985241	22229.7986
1103	0	43.68	1630.965976	0	0	4670.966584	0	0	0	6262.298008	0	0	0	0	0	4304.582659	0	0	14.74751948	0	736.9673431	353.7291866	0	0	446.4986437	821.1268372	0	0	0	1435.512727	0	0	0	224.6850454	1801.47593	0	0	0	11024.83638	4914.908162	3339.316681	771.5362963	0	1541.595946	0	0	0	0	1892.276368	0	0	0	2751.04051	0	0	1164.608721	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117.6631511	721.6144717	0	0	0	73459.59053	59262.29787	0	472.1876317	0	1069.708703	680.1454163	0	281.0901266	193.6977467	0	0	10677.55389	0	4337.158676	0	2454.088953	1781.136865	747.4251256	0	0	870.3223009	29.33272112	0	0	0	0	0	1538.180121	0	0	0	0	1329.812608	0	1980.448359	0	0	0	1933.890486	1216.375897	1936.264449	106.0334502	0	55284.95558	739.9954033	143.06194	0	102.7680875	4164.110472	2789.308274	3611.804315	13680.80765	0	0	89.62523382	0	0	4510.272074	0	0	6200.027053	12887.0822	0	0	2007.792844	7735.746396	0	0	0	0	7396.075899	2790.350444	0	0	0	1016718.045	552.5750642	0	0	2023.394762	8455.336412	0	0	0	0	0	0	718.9762421	0	0	903.5426016	1327.107365	0	0	481.35748	672.4849753	0	0	0	0
1104	0	43.8	106951.7617	0	241846.8346	76165.13309	74452.05919	65.19165726	512326.2675	139343.3583	153972.8206	148695.1646	82373.68244	68033.0254	73220.14878	148238.2996	152650.8601	155601.4793	4155.043854	141120.3934	18370.59055	977.9479164	147864.6137	46791.78772	1752.802818	173279.743	8309.54368	203014.3082	894.5922926	32198.87816	39998.6572	140565.2486	8753.007793	4530.787536	36095.56588	111785.229	45899.22626	114358.6551	27205.36575	1604.717332	16232.4491	82708.7742	68147.75229	253639.7916	207185.1604	29603.01805	118133.5898	100233.5635	140966.8454	128740.1405	49285.83956	98349.30936	63681.64399	35459.95098	925536.0268	129380.7259	10753.09339	100166.6632	4189.959914	21843.15978	257971.7759	42792.20519	40203.65599	187649.768	127456.7601	277610.8997	29957.90301	8661.27161	141180.8763	90887.16868	10874.83993	117632.965	11683.01926	26270.522	87034.96684	54329.66389	610578.5419	4487.624702	103883.0257	4656.477813	195524.7512	56708.58718	45507.18884	9673.63825	38105.98054	167304.016	10961.93623	114568.8009	8895.311797	85490.31564	371991.4591	62049.43574	57063.58877	8469.419148	974.5104272	86856.28326	57621.23534	179280.2983	21933.77967	63252.56017	21535.82169	51723.10886	410186.8368	43305.97418	366443.2444	59690.43289	15514.84518	6958.41937	18169.15326	16.79639127	206323.7977	108865.6964	13949.0059	92767.52088	14020.93901	31111.29328	27756.6086	40050.26713	99472.90981	87690.81919	56992.4909	114257.2337	2738010.328	190509.0247	164390.0269	183974.9096	109370.4339	12278.77787	125267.6345	514465.2773	199322.4341	48829.77731	34723.9906	65002.38206	2380647.839	2230.954137	45461.87953	10004.70967	118206.3386	1329940.427	4478.28432	34744.00349	7614.070232	81206.19266	8374.257947	29273.08115	9779.963887	22711.24927	34058.7104	17681.968	1616.7485	3092184.375	146408.3166	324267760.5	39927.30364	6471.03821	1684.330177	167844.9058	30178.23072	12852.64957	203603382.5	678354.557	57549.31911	18042.14432	265149128.5	5985955.374	5234.650084	8756.783306	7453.461244	96.34866888	1271.356822	331.0624049	6817.588745	8340.13808	7115.083363	983.0013215
1105	0	43.91	1697.981567	1.842027851	3.899214055	473.3868972	1442.011038	0.199914219	17927.03675	15175.05374	30.85335544	27.20807436	2.017730462	3198.135839	6.815922647	2835.014508	1567.868327	2490.352147	0.695798845	0	0	0	9667.748788	0	0.53057982	411.3810429	0	283.2693343	1.356329983	0	1.409905157	14795.55927	6332.565114	0	2596.778383	10801.2485	4123.831253	15092.23649	2412.066001	2184.304255	1.643456711	0	7421.252699	0	20.6774101	0	116.0058918	29400.7784	622.5741228	0	11258.34681	0	18844.02091	0	3061.334287	718.2921069	2004.33221	16555.71923	11166.16751	14612.32978	0	3063.803685	0	5464.502811	2623.734188	3.090549485	0	2058.410926	0	2977.028206	0	112.8176748	5645.903183	3845.407065	18258.53049	4.105597661	3.609291491	27.41145155	1592.26086	0.105489564	29231.06424	5261.019482	5276.190115	5497.659538	1750.078929	0	10357.16975	1722.204892	3132.239355	5423.456471	287.1888816	1.011988389	6047.058282	0	2.140288476	4292.192985	7496.52415	7290.438489	2914.5786	776.7195026	8430.757374	6.100492865	6062.424833	2237.475163	1.655681053	3347.887254	1703.110094	809.5913885	0	10.97422211	5643.724752	0	2154.853815	683.3975913	1922.129589	6148.15332	0	0	1737.71461	22.60509753	7.986190928	0	43364.87071	185.8219656	0.709535412	2788.472053	1965.008674	0	1197.216766	0	18407.916	2139.141243	19221.71415	0	10673.00498	3131.237723	10628.75484	21700.88031	377.4585065	14396.9919	10039.6368	0	3303.992342	5234.008573	25340.11922	10.00640699	32486.61837	720.0219865	11445.89217	0	0	249007.6907	29695.63841	0	0	14839.16215	5866.926724	0	8612.834153	0	3116501.876	4768.593298	0.071911163	0	26587971.94	421091.8754	1356.633367	515.0485523	0	2262.99156	5.046616231	0	340.9035889	0	2008.945313	874.7904983
1106	0	43.91	126.1406276	10.53668169	3.128823733	109.1884192	1168.000217	8.056514397	2660.633758	5901.818187	98.91408459	0.957782586	0	6732.144844	0	432.9270532	750.4065604	555.1883261	0	4268.592095	429.2415343	28.76295483	1773.031317	19.95618277	0	2.938372411	0	0	0	3312.802367	0.108732898	0	747.7811782	55.65920509	1043.493941	8420.117476	821.5893879	0	146.1298958	451.7992644	5.564246401	10703.99914	15593.81715	7223.647287	10272.46977	2463.659374	1795.419335	0	397.1807744	2998.045334	0	1870.12096	0	12884.6836	1193.281875	251.9841996	1078.130175	4422.229839	0	0	900.1734135	959.6087527	5287.057592	1126.260348	5695.635632	0	991.3795934	409.7378937	12854.95906	1264.592162	0	48.4784744	1551.193046	779.5651279	0	0	7.976961261	40.34955695	1162.327784	0.527906508	0	2709.592324	0	0	71.84847394	2523.442596	2943.814485	2816.003009	625.3877001	581.1855075	25674.25448	0.623951127	1371.141903	5218.530003	0	301.2880914	1517.47229	0	3523.864299	165.6801693	1739.486454	0	896.3234838	445.7899297	57.50892208	143.0506146	75.78533346	603.3409683	5221.454853	0.53550468	2335.347278	1190.767522	3177.111371	178.0895925	179.6093817	1265.387699	1473.948353	71.60713335	389.6454412	78.58409263	0	64.76410943	9850.208907	0	0.566295857	621.0119815	126.2637725	1681.697372	611.6778747	1466.643388	2460.467281	437.5191555	1361.953592	3201.109838	0	1259.393388	1802.654604	944.3031195	1175.312874	1652.651059	803.615345	52327.88964	138.0203282	12897.57834	757.3485257	129.8550609	3190.022477	250.3192954	990.4629674	2953.774519	111.9999286	0	3647.107191	7771708.042	16832.19033	1735.052251	221.0606256	92137.97651	424.9090696	1235.657721	4792744.158	2541.165642	1.0219193	8990.046078	0	16390.50601	843.6511697	452.3748767	13586.70589	83.58936158	0	0.259820147	91.03818259	1701.086156	224.4214996	8854.891526
